Lat,Long,new_name,old_name
49.0306474,32.115093300000005,Кам'янка,Кам'янка
49.86174129999999,28.209574600000003,Іванопіль,Іванопіль
49.9627279,33.605333200000004,Миргород,Миргород
49.40993659999999,24.6106017,Рогатин,Рогатин
50.0688235,34.7645338,Котельва,Котельва
48.9474919,30.9624124,Катеринопіль,Катеринопіль
48.015883,37.80285,Донецьк,Донецьк
51.5489435,33.3860497,Кролевець,Кролевець
50.1285011,25.2530313,Радивилів,Радивилів
48.1132559,32.7658685,Долинська,Долинська
49.233083,28.4682169,Вінниця,Вінниця
49.3663943,29.6583812,Тетіїв,Тетіїв
50.6227649,27.1614453,Корець,Корець
49.2519775,26.2731613,Сатанів,Сатанів
49.2302517,33.12643070000001,Градизьк,Градизьк
51.0377956,31.8880994,Ніжин,Ніжин
49.5341366,39.1204195,Новопсков,Новопсков
49.7055574,37.60279970000001,Куп'янськ,Куп'янськ
48.99653720000001,29.7999327,Монастирище,Монастирище
48.6658441,30.817434,Новоархангельськ,Новоархангельськ
48.4464244,25.5699107,Снятин,Снятин
49.47450360000001,24.1290584,Новий Розділ,Новий Розділ
50.7438882,31.3859435,Бобровиця,Бобровиця
51.4982,31.28934989999999,Чернігів,Чернігів
46.369247,35.3416317,Кирилівка,Кирилівка
45.4650742,29.2480308,Кілія,Кілія
46.9591587,37.2782947,Ялта,Ялта
50.9996233,26.750679,Березне,Березне
48.9066145,38.44336060000001,Лисичанськ,Лисичанськ
50.8349533,25.8829859,Цумань,Цумань
47.5605,31.336117,Вознесенськ,Вознесенськ
49.1037815,25.9110602,Копичинці,Копичинці
47.07537,32.806177500000004,Снігурівка,Снігурівка
46.77377070000001,36.8034779,Бердянськ,Бердянськ
50.4202773,35.4812634,Велика Писарівка,Велика Писарівка
48.887593,30.7044131,Тальне,Тальне
51.22075599999999,27.6442211,Олевськ,Олевськ
47.2527947,34.340505900000004,Верхній Рогачик,Верхній Рогачик
50.35887229999999,33.2590348,Лохвиця,Лохвиця
47.097133,37.543367,Маріуполь,Маріуполь
47.70885620000001,37.5743744,Новотроїцьке,Новотроїцьке
46.3515111,34.335511100000005,Новотроїцьке,Новотроїцьке
50.0788069,25.1478942,Броди,Броди
47.9557094,23.8775791,Солотвино,Солотвино
47.82276210000001,31.1840826,Южноукраїнськ,Южноукраїнськ
48.3135026,25.082229,Косів,Косів
49.69118020000001,30.4780154,Рокитне,Рокитне
51.287518,27.2018656,Рокитне,Рокитне
50.9077,34.7981,Суми,Суми
48.9014667,37.0181437,Барвінкове,Барвінкове
47.4414731,35.2867265,Василівка,Василівка
48.80060959999999,26.0488939,Борщів,Борщів
47.083333,30.033333,Любашівка,Любашівка
49.4438882,24.9361397,Бережани,Бережани
48.029128,23.4322848,Вишково,Вишково
48.6633108,29.75078139999999,Теплик,Теплик
50.4009139,25.7590674,Дубно,Дубно
49.3992554,31.0978511,Стеблів,Стеблів
50.317117,30.298167,Боярка,Боярка
50.06376820000001,29.90496839999999,Фастів,Фастів
48.6838051,29.247627500000004,Ладижин,Ладижин
45.40029939999999,29.596173600000004,Вилкове,Вилкове
49.7546828,27.2121595,Старокостянтинів,Старокостянтинів
49.0390512,28.1085937,Жмеринка,Жмеринка
49.4863064,29.268579,Погребище,Погребище
47.0742685,38.1596609,Сєдове,Сєдове
50.4974447,31.7833183,Згурівка,Згурівка
48.2350698,38.94200120000001,Іванівка,Іванівка
46.9755236,30.469358000000003,Іванівка,Іванівка
46.7151845,34.546020500000004,Іванівка,Іванівка
49.5290848,26.1416979,Підволочиськ,Підволочиськ
51.4238758,26.1385322,Володимирець,Володимирець
48.2834458,24.5670568,Ворохта,Ворохта
48.7907203,31.6582633,Новомиргород,Новомиргород
48.6723982,25.496254500000006,Городенка,Городенка
51.7754831,32.259579200000005,Корюківка,Корюківка
50.1224689,27.506767,Полонне,Полонне
47.910483,33.391783000000004,Кривий Ріг,Кривий Ріг
49.04968350000001,33.2284693,Світловодськ,Світловодськ
48.368954,29.5331654,Бершадь,Бершадь
51.6708844,33.9078925,Глухів,Глухів
49.7821352,23.6611306,Городок,Городок
49.1664842,26.5767453,Городок,Городок
49.6023748,29.195744800000003,Городок,Городок
47.309181,31.788393300000006,Нова Одеса,Нова Одеса
49.04142589999999,24.3950384,Калуш,Калуш
49.2736853,38.9255483,Старобільськ,Старобільськ
48.09152,37.6069894,Первомайське,Первомайське
48.04512510000001,30.8884315,Первомайське,Первомайське
48.52394289999999,37.7075811,Костянтинівка,Костянтинівка
47.8052466,31.2613829,Костянтинівка,Костянтинівка
49.9495459,35.119737,Костянтинівка,Костянтинівка
50.122577,26.1149716,Шумськ,Шумськ
51.08367519999999,28.4004787,Лугини,Лугини
45.3501944,28.8501919,Ізмаїл,Ізмаїл
50.315096200000006,34.9005644,Охтирка,Охтирка
49.444433,32.059767,Черкаси,Черкаси
46.61876669999999,31.5387942,Очаків,Очаків
48.0459557,37.9666901,Макіївка,Макіївка
48.3843573,30.4626205,Голованівськ,Голованівськ
48.5780854,27.4413888,Новодністровськ,Новодністровськ
51.5649604,32.954958500000004,Короп,Короп
48.3367137,29.8686351,Гайворон,Гайворон
48.5304917,25.0412055,Коломия,Коломия
49.6617919,32.0477111,Золотоноша,Золотоноша
48.17346329999999,23.2972476,Хуст,Хуст
51.3268314,28.8028968,Овруч,Овруч
46.6240213,31.1000648,Южне,Южне
48.738967,37.58435,Краматорськ,Краматорськ
48.52944779999999,35.903257399999994,Павлоград,Павлоград
49.064831,25.3817159,Бучач,Бучач
47.39030899999999,37.0710228,Розівка,Розівка
48.8532,37.6053001,Слов'янськ,Слов'янськ
48.66327039999999,33.0967875,Олександрія,Олександрія
49.7967977,30.1310853,Біла Церква,Біла Церква
48.34411979999999,33.524480100000005,Жовті Води,Жовті Води
51.8757044,33.4966152,Шостка,Шостка
47.5658802,35.7876745,Оріхів,Оріхів
49.15571170000001,23.8674568,Моршин,Моршин
46.75152509999999,33.3678207,Нова Каховка,Нова Каховка
49.10400070000001,29.2092738,Іллінці,Іллінці
50.7671084,35.26766600000001,Краснопілля,Краснопілля
49.0762064,30.9699903,Звенигородка,Звенигородка
48.048675300000006,38.45053,Шахтарськ,Шахтарськ
48.4493055,22.711710600000004,Мукачево,Мукачево
51.29960699999999,30.927631,Гончарівське,Гончарівське
48.9764573,23.9892459,Долина,Долина
48.6282422,38.3727153,Попасна,Попасна
47.1634031,33.9366442,Велика Лепетиха,Велика Лепетиха
49.9935,36.230383,Харків,Харків
47.93708710000001,29.6288401,Балта,Балта
51.3456549,26.601983,Сарни,Сарни
49.839683,24.029717,Львів,Львів
49.53451610000001,26.2093072,Волочиськ,Волочиськ
49.751033,31.4697,Канів,Канів
46.8117208,33.4901963,Каховка,Каховка
50.28757419999999,29.5094362,Брусилів,Брусилів
49.66046499999999,32.344881300000004,Чорнобай,Чорнобай
47.714758,29.9913264,Ананьїв,Ананьїв
49.2605667,24.62688,Бурштин,Бурштин
46.8550216,35.3586996,Мелітополь,Мелітополь
48.6289793,38.549778,Первомайськ,Первомайськ
48.04512510000001,30.8884315,Первомайськ,Первомайськ
47.66071450000001,36.2732383,Гуляйполе,Гуляйполе
49.58826699999999,34.5514169,Полтава,Полтава
49.2895887,35.7626804,Кегичівка,Кегичівка
50.3633974,25.1107867,Берестечко,Берестечко
49.5510263,27.9382714,Хмільник,Хмільник
49.0390391,27.225189500000006,Віньківці,Віньківці
50.0312719,29.0216369,Андрушівка,Андрушівка
49.04222679999999,38.2176555,Кремінна,Кремінна
49.28418350000001,28.5334772,Десна,Десна
50.92775870000001,30.7529639,Десна,Десна
50.38717670000001,24.2199454,Червоноград,Червоноград
49.2656076,23.8431343,Стрий,Стрий
49.073147,26.1831731,Гусятин,Гусятин
49.4576263,35.120006700000005,Карлівка,Карлівка
49.75759,28.631240100000007,Бродецьке,Бродецьке
46.8485653,34.380424700000006,Нижні Сірогози,Нижні Сірогози
48.90580430000001,33.4527302,Онуфріївка,Онуфріївка
48.574041,39.30781500000001,Луганськ,Луганськ
50.3172235,29.054143100000005,Коростишів,Коростишів
49.2626871,30.830724,Лисянка,Лисянка
48.6739771,28.8563795,Тульчин,Тульчин
50.274287,32.9356191,Чорнухи,Чорнухи
49.2255122,29.0488875,Липовець,Липовець
48.4713393,38.8134406,Алчевськ,Алчевськ
48.6208,22.287883,Ужгород,Ужгород
50.45123220000001,24.8047893,Мар'янівка,Мар'янівка
50.3070988,27.871111600000006,Мар'янівка,Мар'янівка
48.0581761,32.1610803,Бобринець,Бобринець
48.99693920000001,31.402242200000003,Шпола,Шпола
50.33397309999999,26.6500845,Нетішин,Нетішин
50.00056170000001,25.5072523,Почаїв,Почаїв
48.4723378,25.2792457,Заболотів,Заболотів
49.0730544,32.6617808,Чигирин,Чигирин
50.1758214,30.1017634,Борова,Борова
49.39077879999999,37.61979609999999,Борова,Борова
47.8388,35.139567,Запоріжжя,Запоріжжя
48.2663661,38.721036,Запоріжжя,Запоріжжя
48.017152,23.572467,Тячів,Тячів
49.29124729999999,23.4271856,Борислав,Борислав
50.1191124,26.8281141,Ізяслав,Ізяслав
49.919417300000006,27.766683500000006,Любар,Любар
50.74723299999999,25.325383,Луцьк,Луцьк
48.6435934,31.6294299,Мала Виска,Мала Виска
48.2521582,25.1973796,Вижниця,Вижниця
49.227717,31.8522329,Сміла,Сміла
51.5764734,26.5706453,Дубровиця,Дубровиця
49.2030849,25.9034702,Хоростків,Хоростків
49.0221765,37.9271382,Зарічне,Зарічне
51.81818939999999,26.1255724,Зарічне,Зарічне
50.2924464,27.6688212,Баранівка,Баранівка
50.3279292,26.521108,Острог,Острог
47.488789,33.5317111,Високопілля,Високопілля
49.2121445,37.2665006,Ізюм,Ізюм
48.0999765,29.124263,Кодима,Кодима
47.30983060000001,32.8487692,Березнегувате,Березнегувате
48.1351158,30.077048,Саврань,Саврань
48.50793300000001,32.262317,Кропивницький,Кропивницький
48.8078325,24.54095,Богородчани,Богородчани
46.85840870000001,31.3849652,Березанка,Березанка
48.0282789,38.76561210000001,Сніжне,Сніжне
50.45404600000001,28.6735505,Черняхів,Черняхів
51.66142650000001,24.5233506,Ратне,Ратне
49.193851,35.2461823,Зачепилівка,Зачепилівка
50.8744739,27.8042939,Ємільчине,Ємільчине
48.3071,38.029633,Горлівка,Горлівка
49.38502800000001,27.6242251,Летичів,Летичів
48.043204,38.1393965,Харцизьк,Харцизьк
50.4283765,25.336191,Демидівка,Демидівка
51.209018,24.6980251,Ковель,Ковель
46.635417,32.616867,Херсон,Херсон
48.14634909999999,23.0302123,Виноградів,Виноградів
48.52143710000001,36.0687903,Тернівка,Тернівка
48.3340595,38.4062034,Дебальцеве,Дебальцеве
49.0186498,26.3397803,Чемерівці,Чемерівці
46.4676976,30.6141573,Авангард,Авангард
