Lat,Long,new_name,old_name
46.1784329,34.8068184,Генічеськ,Генічеськ
48.7699292,30.2154406,Умань,Умань
48.8139473,29.3812035,Гайсин,Гайсин
49.2760303,23.5105576,Трускавець,Трускавець
50.4573262,29.812655100000004,Макарів,Макарів
46.975033,31.99458289999999,Миколаїв,Миколаїв
49.5271733,23.9757792,Миколаїв,Миколаїв
48.2465578,31.4060472,Помічна,Помічна
49.649202300000006,26.9757217,Красилів,Красилів
50.6199,26.251617,Рівне,Рівне
49.999832700000006,26.4160412,Білогір'я,Білогір'я
49.665033,30.9894691,Миронівка,Миронівка
50.3678365,33.9796724,Гадяч,Гадяч
48.2629668,25.173828600000004,Кути,Кути
50.204632200000006,34.3638533,Зіньків,Зіньків
48.480122400000006,34.02122429999999,Вільногірськ,Вільногірськ
48.7192002,32.6770961,Знам'янка,Знам'янка
47.498123,33.9169021,Нововоронцовка,Нововоронцовка
49.065783,33.410033,Кременчук,Кременчук
49.0108843,25.8026512,Чортків,Чортків
48.21290689999999,29.3421635,Чечельник,Чечельник
49.8399541,26.417099,Теофіполь,Теофіполь
50.0173168,32.9908442,Лубни,Лубни
50.3749329,27.9864488,Довбиш,Довбиш
49.66697620000001,25.7723085,Збараж,Збараж
48.32290379999999,35.521396,Синельникове,Синельникове
46.0771644,32.52993789999999,Лазурне,Лазурне
49.0149775,31.0539028,Ватутіне,Ватутіне
46.482526,30.7233095,Одеса,Одеса
50.4863542,24.280156,Сокаль,Сокаль
49.7149346,28.8363647,Козятин,Козятин
50.2969058,26.8600648,Славута,Славута
48.2441219,28.2765218,Ямпіль,Ямпіль
48.9377177,37.9477328,Ямпіль,Ямпіль
51.9469387,33.7839971,Ямпіль,Ямпіль
49.9572775,26.2290711,Ямпіль,Ямпіль
49.9451487,29.456073600000003,Попільня,Попільня
47.20382679999999,30.9163475,Березівка,Березівка
49.904923200000006,36.0615751,Березівка,Березівка
48.3226457,31.518761699999995,Новоукраїнка,Новоукраїнка
49.422983,26.9871331,Хмельницький,Хмельницький
48.0823858,39.3699771,Ровеньки,Ровеньки
48.94817670000001,38.4878774,Сєвєродонецьк,Сєвєродонецьк
49.01612129999999,38.3751403,Рубіжне,Рубіжне
51.8051758,31.0940874,Ріпки,Ріпки
48.15432320000001,24.8196946,Верховина,Верховина
50.5077642,25.6110773,Млинів,Млинів
52.1814619,32.583994,Семенівка,Семенівка
49.5978332,33.1889707,Семенівка,Семенівка
47.8676859,31.5766093,Братське,Братське
49.15405699999999,23.0280055,Турка,Турка
49.15179269999999,34.195387100000005,Кобеляки,Кобеляки
49.9106591,28.590031300000003,Бердичів,Бердичів
50.9156638,25.2652371,Рожище,Рожище
49.3230985,28.0823146,Літин,Літин
48.209267,28.8848276,Піщанка,Піщанка
50.73717569999999,24.165880800000004,Нововолинськ,Нововолинськ
49.4154809,38.156889,Сватове,Сватове
48.6469926,25.7383108,Заліщики,Заліщики
51.1828188,32.8329917,Бахмач,Бахмач
48.737247,39.2311974,Щастя,Щастя
48.81172120000001,29.9738949,Христинівка,Христинівка
48.8922474,26.8603864,Дунаївці,Дунаївці
48.8922474,26.8603864,Дунаївці,Дунаївці
48.34614819999999,36.4007559,Першотравенськ,Першотравенськ
50.19931440000001,27.630006400000006,Першотравенськ,Першотравенськ
50.7696795,29.2604876,Малин,Малин
49.78238010000001,32.6831136,Оржиця,Оржиця
50.25465,28.6586669,Житомир,Житомир
49.80941,24.901371,Золочів,Золочів
50.2690697,35.97604310000001,Золочів,Золочів
47.50150670000001,34.6341859,Енергодар,Енергодар
48.8352572,27.267593,Нова Ушиця,Нова Ушиця
49.1464793,35.8709646,Сахновщина,Сахновщина
49.573465,32.08312100000001,Драбів,Драбів
50.1757487,27.0559924,Шепетівка,Шепетівка
49.2917766,31.4465327,Городище,Городище
48.320212700000006,38.64078610000001,Городище,Городище
51.75506729999999,25.498235,Любешів,Любешів
50.4965282,29.2337369,Радомишль,Радомишль
51.89111320000001,31.5958532,Городня,Городня
48.8178497,24.187084,Перегінське,Перегінське
49.520714700000006,23.2065501,Самбір,Самбір
48.1635241,30.594345500000006,Побузьке,Побузьке
50.5837638,34.4904643,Лебедин,Лебедин
47.2464085,35.7098365,Токмак,Токмак
48.2920787,25.9358367,Чернівці,Чернівці
48.5404811,28.108548,Чернівці,Чернівці
48.4435097,26.8421332,Кельменці,Кельменці
48.6211999,24.5759679,Надвірна,Надвірна
49.2634643,24.2787682,Журавно,Журавно
51.2409432,33.2050521,Конотоп,Конотоп
48.85304420000001,37.77115440000001,Миколаївка,Миколаївка
48.3802461,36.2995962,Миколаївка,Миколаївка
48.3802461,36.2995962,Миколаївка,Миколаївка
48.85304420000001,37.77115440000001,Миколаївка,Миколаївка
45.9136811,30.2280404,Миколаївка,Миколаївка
50.94275829999999,34.378076,Миколаївка,Миколаївка
50.2568193,31.781765000000004,Яготин,Яготин
48.0545898,24.2128943,Рахів,Рахів
49.2744124,25.1313297,Підгайці,Підгайці
50.48106420000001,34.96543629999999,Тростянець,Тростянець
48.5084419,29.219506300000006,Тростянець,Тростянець
51.5221889,30.7457125,Славутич,Славутич
49.0440881,37.578484,Святогірськ,Святогірськ
50.9532135,28.6457544,Коростень,Коростень
49.5296544,38.7329968,Білокуракине,Білокуракине
47.64892370000001,34.610519700000005,Марганець,Марганець
51.34125040000001,32.8797802,Батурин,Батурин
46.7870421,33.3340572,Козацьке,Козацьке
50.91316550000001,31.1168458,Козелець,Козелець
50.8609275,24.1551215,Устилуг,Устилуг
49.0702518,23.8543141,Болехів,Болехів
47.56746,34.394815,Нікополь,Нікополь
49.7328752,29.6642903,Сквира,Сквира
50.9486162,30.8786768,Остер,Остер
48.3849493,28.8673367,Крижопіль,Крижопіль
48.9268396,23.9174019,Вигода,Вигода
48.4495656,27.4110397,Сокиряни,Сокиряни
50.5884714,32.3875825,Прилуки,Прилуки
50.7415087,33.4809526,Ромни,Ромни
50.1078135,25.7276661,Кременець,Кременець
50.8424855,33.1399988,Талалаївка,Талалаївка
48.3348549,33.2705168,Петрове,Петрове
46.6974533,35.165005,Якимівка,Якимівка
49.553517,25.594767,Тернопіль,Тернопіль
48.2345557,30.8872389,Вільшанка,Вільшанка
50.45466,30.5238,Київ,Київ
50.45466,30.5238,Острожець,Острожець
48.473496,35.012752 ,Дніпропетровськ,Дніпропетровськ
50.45466,30.5238,Красний Луч,Красний Луч
50.45466,30.5238,Керч,Керч
50.45466,30.5238,Долиняни,Долиняни
50.45466,30.5238,Свершківці,Свершківці
50.45466,30.5238,Свердловськ,Свердловськ
50.45466,30.5238,Жовтні Води,Жовтні Води
50.45466,30.5238,Артемівськ,Артемівськ
50.45466,30.5238,Дніпродзержинськ,Дніпродзержинськ
50.45466,30.5238,"Коббеве (б/в ""Зоря"")","Коббеве (б/в ""Зоря"")"
50.45466,30.5238,Сєверодонецьк,Сєверодонецьк
50.45466,30.5238,Світловськ,Світловськ
50.45466,30.5238,"Коблеве (б/в ""Зоря"")","Коблеве (б/в ""Зоря"")"
50.45466,30.5238,Сімферополь,Сімферополь
50.45466,30.5238,Долинське,Долинське
50.45466,30.5238,Красний Лиман,Красний Лиман
50.45466,30.5238,Троїця,Троїця
50.45466,30.5238,Новий Мізунь,Новий Мізунь
50.45466,30.5238,Кіровоград,Кіровоград
50.45466,30.5238,Красноармійськ,Красноармійськ
50.45466,30.5238,Романівка,Романівка
50.45466,30.5238,Горошова,Горошова
50.45466,30.5238,Мар'івка,Мар'івка
50.45466,30.5238,Скадовськ,Скадовськ
50.45466,30.5238,Кузнецовськ,Кузнецовськ
50.45466,30.5238,Торез,Торез
50.45466,30.5238,Дубечне,Дубечне
50.45466,30.5238,Озера,Озера
50.45466,30.5238,Яремча,Яремча
50.45466,30.5238,Байдаково,Байдаково
50.45466,30.5238,Гадян,Гадян
50.45466,30.5238,Стаханов,Стаханов
50.45466,30.5238,Інгулець,Інгулець
50.45466,30.5238,Диковини,Диковини
50.45466,30.5238,Комсомольськ,Комсомольськ
50.45466,30.5238,Ободівка,Ободівка
50.45466,30.5238,Щацьк,Щацьк
50.45466,30.5238,Ульяновка,Ульяновка
50.45466,30.5238,Колодрібка,Колодрібка
50.45466,30.5238,Краснодон,Краснодон
50.45466,30.5238,Великі Сорочинці,Великі Сорочинці
50.45466,30.5238,Касперівці,Касперівці
50.45466,30.5238,Щорс,Щорс
50.45466,30.5238,Молодятин,Молодятин
50.45466,30.5238,Надлак,Надлак
50.45466,30.5238,Амвросїівка,Амвросїівка
50.45466,30.5238,Красна Поляна,Красна Поляна
50.45466,30.5238,Плужне,Плужне
50.45466,30.5238,Дніпродзеджинськ,Дніпродзеджинськ
50.45466,30.5238,Ясень,Ясень
50.45466,30.5238,Севастополь,Севастополь
50.45466,30.5238,Трускавель,Трускавель
50.45466,30.5238,Словечне,Словечне
50.45466,30.5238,Кам'янець,Кам'янець
50.45466,30.5238,Лісова пісня,Лісова пісня
50.45466,30.5238,Грималів,Грималів
50.45466,30.5238,Тюдів,Тюдів
50.45466,30.5238,Орджонікідзе,Орджонікідзе
50.45466,30.5238,Берщадь,Берщадь
50.45466,30.5238,Радянське,Радянське
50.45466,30.5238,Ольгопіль,Ольгопіль
50.45466,30.5238,Орлик,Орлик
50.45466,30.5238,Кірове,Кірове
50.45466,30.5238,Сєвєроднецьк,Сєвєроднецьк
50.45466,30.5238,Маринівка,Маринівка
50.45466,30.5238,Даріївка,Даріївка
50.45466,30.5238,Деріївка,Деріївка
50.45466,30.5238,Коблеве,Коблеве
50.45466,30.5238,Дубівка,Дубівка
50.45466,30.5238,Зелений Гай,Зелений Гай
50.45466,30.5238,Дунаївцці,Дунаївцці
50.45466,30.5238,Турівка,Турівка
50.45466,30.5238,Гречана гребля,Гречана гребля
50.45466,30.5238,Слов`янськ,Слов`янськ
50.45466,30.5238,Крехаїв,Крехаїв
50.45466,30.5238,Сирове,Сирове
50.45466,30.5238,Нараїв,Нараїв
50.45466,30.5238,Світязь,Світязь
50.45466,30.5238,Свердловка,Свердловка
50.45466,30.5238,Дзержинськ,Дзержинськ
50.45466,30.5238,Євминка,Євминка
50.45466,30.5238,Стецева,Стецева
50.45466,30.5238,Медведівка,Медведівка
50.45466,30.5238,Залізний Порт,Залізний Порт
50.45466,30.5238,Липне,Липне
50.45466,30.5238,Рудник Леніна,Рудник Леніна
50.45466,30.5238,Кровоград,Кровоград
50.45466,30.5238,Довга Пристань,Довга Пристань
50.45466,30.5238,Потичище,Потичище
50.45466,30.5238,Підкормілля,Підкормілля
50.45466,30.5238,Стрілкове,Стрілкове
50.45466,30.5238,Жовнине,Жовнине
50.45466,30.5238,Любомирівка,Любомирівка
50.45466,30.5238,Чернгів,Чернгів
50.45466,30.5238,Лісова Пісня,Лісова Пісня
50.45466,30.5238,Димитров,Димитров
50.45466,30.5238,Євпаторія,Євпаторія
50.45466,30.5238,Космач,Космач
50.45466,30.5238,Борзна,Борзна
50.45466,30.5238,Мала виска,Мала виска
50.45466,30.5238,Шатура,Шатура
50.45466,30.5238,Смоліне,Смоліне
50.45466,30.5238,Новомосковськ,Новомосковськ
50.45466,30.5238,Маньківка,Маньківка
50.45466,30.5238,"Світязь пансіонат ""Шацькі Озера""","Світязь пансіонат ""Шацькі Озера"""
50.45466,30.5238,Шаргород,Шаргород
50.45466,30.5238,Надрічне,Надрічне
50.45466,30.5238,Міжводне,Міжводне
50.45466,30.5238,Чоп,Чоп
50.45466,30.5238,Українка,Українка
50.45466,30.5238,Великі Дедеркали,Великі Дедеркали
50.45466,30.5238,Варва,Варва
50.45466,30.5238,Бар,Бар
50.45466,30.5238,Строків,Строків
50.45466,30.5238,Старокостянинів,Старокостянинів
50.45466,30.5238,Стара синява,Стара синява
50.45466,30.5238,Іршанськ,Іршанськ
50.45466,30.5238,Котовськ,Котовськ
50.45466,30.5238,Підвисоке,Підвисоке
50.45466,30.5238,Черче,Черче
50.45466,30.5238,Рогачі,Рогачі
50.45466,30.5238,Протеси,Протеси
50.45466,30.5238,Фаївка,Фаївка
50.45466,30.5238,Панасівка,Панасівка
50.45466,30.5238,Киів,Киів
50.45466,30.5238,Суда,Суда
50.45466,30.5238,Олександрій,Олександрій
50.45466,30.5238,Бокійна,Бокійна
50.45466,30.5238,Хмальницький,Хмальницький
50.45466,30.5238,Гряда,Гряда
50.45466,30.5238,Батьків,Батьків
50.45466,30.5238,Київ ч/з Доманівку,Київ ч/з Доманівку
50.45466,30.5238,Приморське,Приморське
50.45466,30.5238,Буковель,Буковель
50.45466,30.5238,Топори,Топори
50.45466,30.5238,Боремель,Боремель
50.45466,30.5238,Городківка,Городківка
50.45466,30.5238,Станіслав,Станіслав
50.45466,30.5238,Іллічівськ,Іллічівськ
50.45466,30.5238,Київ ч/з Чернігів,Київ ч/з Чернігів
50.45466,30.5238,Млинок,Млинок
50.45466,30.5238,"Генічеськ б/в ""Арабатська Стрілка""","Генічеськ б/в ""Арабатська Стрілка"""
50.45466,30.5238,Чайкіно,Чайкіно
50.45466,30.5238,Плавське,Плавське
50.45466,30.5238,Артеміськ,Артеміськ
50.45466,30.5238,Рубці,Рубці
50.45466,30.5238,Олеквськ,Олеквськ
50.45466,30.5238,Удич,Удич
50.45466,30.5238,Мережа,Мережа
50.45466,30.5238,Пітушків,Пітушків
50.45466,30.5238,Київ ч/з Первомайськ,Київ ч/з Первомайськ
50.45466,30.5238,Задовже,Задовже
50.45466,30.5238,Баболоки,Баболоки
50.45466,30.5238,Гряда ч/з Шацьк,Гряда ч/з Шацьк
50.45466,30.5238,"Стрілкове б/в ""Астрава"" ч/з Генічеськ","Стрілкове б/в ""Астрава"" ч/з Генічеськ"
50.45466,30.5238,Дубно ч/з Кременець,Дубно ч/з Кременець
50.45466,30.5238,Привітне,Привітне
50.45466,30.5238,Рибаківка ч/з Коблеве,Рибаківка ч/з Коблеве
50.45466,30.5238,Кривий ріг,Кривий ріг
50.45466,30.5238,Іршава,Іршава
50.45466,30.5238,Жежелів,Жежелів
50.45466,30.5238,Новопавлівка,Новопавлівка
50.45466,30.5238,Мальківка,Мальківка
50.45466,30.5238,Білки,Білки
50.45466,30.5238,Вишеньки,Вишеньки
50.45466,30.5238,Пульмо,Пульмо
50.45466,30.5238,Судак,Судак
50.45466,30.5238,Студинка,Студинка
50.45466,30.5238,Підмихайлівці,Підмихайлівці
50.45466,30.5238,Дивин,Дивин
50.45466,30.5238,Слов'яногірськ,Слов'яногірськ
50.45466,30.5238,Серединка,Серединка
50.45466,30.5238,Полонее,Полонее
50.45466,30.5238,Щасливцеве,Щасливцеве
50.45466,30.5238,Новосілки,Новосілки
50.45466,30.5238,Хряськ,Хряськ
50.45466,30.5238,Добровілля,Добровілля
50.45466,30.5238,Поличинці,Поличинці
50.45466,30.5238,Грузьке,Грузьке
50.45466,30.5238,Миколаїв ч/з Первомайськ,Миколаїв ч/з Первомайськ
50.45466,30.5238,Новофастів,Новофастів
50.45466,30.5238,Бокійма,Бокійма
50.45466,30.5238,Рубанівка,Рубанівка
50.45466,30.5238,Нехвороща,Нехвороща
50.45466,30.5238,Тур'я,Тур'я
50.45466,30.5238,Золочівка,Золочівка
50.45466,30.5238,Трудолюбівка,Трудолюбівка
50.45466,30.5238,Перегонівка,Перегонівка
50.45466,30.5238,Рівне ч/з Гощу,Рівне ч/з Гощу
50.45466,30.5238,Бориспіль,Бориспіль
50.45466,30.5238,Кранопілля,Кранопілля
50.45466,30.5238,Хмільницький,Хмільницький
50.45466,30.5238,Уїздці,Уїздці
50.45466,30.5238,Тетерів,Тетерів
50.45466,30.5238,Довгошиї,Довгошиї
50.45466,30.5238,Одександрія,Одександрія
50.45466,30.5238,Варварівка,Варварівка
50.45466,30.5238,Певжа,Певжа
50.45466,30.5238,Рівне ч/з Кременець,Рівне ч/з Кременець
50.45466,30.5238,Оленівка,Оленівка
50.45466,30.5238,Кревий Ріг,Кревий Ріг
50.45466,30.5238,Урзуф,Урзуф
50.45466,30.5238,Юрівка,Юрівка
50.45466,30.5238,Ступник,Ступник
50.45466,30.5238,Петрівське,Петрівське
50.45466,30.5238,Святогорськ,Святогорськ
50.45466,30.5238,Хмельцький,Хмельцький
50.45466,30.5238,Бокарин,Бокарин
50.45466,30.5238,Дніпропретровськ,Дніпропретровськ
