coords,lat,lng,name
"[None, None]",,,"Караяшник, Луганська область"
"[None, None]",,,"Чмирівка, Луганська область"
"[None, None]",,,"Лозовівка, Луганська область"
"['48.95347', '39.57711']",48.95347,39.57711,"Розквіт, Луганська область"
"[None, None]",,,"с/т Южне, Луганська область"
"['48.90685', '39.79191']",48.90685,39.79191,"Золотарівка, Луганська область"
"['48.67748', '39.44711']",48.67748,39.44711,"Кіндрашівська Нова, Луганська область"
"['48.66753', '39.67945']",48.66753,39.67945,"Колесниківка, Луганська область"
"[None, None]",,,"Вільховий масив, Луганська область"
"[None, None]",,,"Троїцьке АС, Луганська область"
"[None, None]",,,"Станиця Луганська АС, Луганська область"
"[None, None]",,,"Гірське, Луганська область"
"[None, None]",,,"Врубівка, Луганська область"
"['48.52804', '38.3747']",48.52804,38.3747,"Троїцьке, Луганська область"
"[None, None]",,,"Діброва, Луганська область"
"[None, None]",,,"Передільські дачі, Луганська область"
"['49.37755', '38.65392']",49.37755,38.65392,"Світле, Луганська область"
"[None, None]",,,"Валуйське, Луганська область"
"['48.68421', '39.7138']",48.68421,39.7138,"Юганівка, Луганська область"
"[None, None]",,,"Олександрівка, Луганська область"
"['48.78198', '39.70496']",48.78198,39.70496,"Гарасимівка, Луганська область"
"['48.93118', '39.5149']",48.93118,39.5149,"Крепи, Луганська область"
"['48.71648', '39.67013']",48.71648,39.67013,"Комишне, Луганська область"
"[None, None]",,,"Бармашове, Миколаївська область"
"[None, None]",,,"Воскресенськ, Миколаївська область"
"[None, None]",,,"Галицинове (дачі), Миколаївська область"
"['46.69167', '31.975']",46.69167,31.975,"Лупареве, Миколаївська область"
"[None, None]",,,"Грейгове (Воровське), Миколаївська область"
"[None, None]",,,"Зайчівське, Миколаївська область"
"[None, None]",,,"Зайчівське (дачі), Миколаївська область"
"[None, None]",,,"Зелений Гай, Миколаївська область"
"['47.23572', '32.97244']",47.23572,32.97244,"Калинівка, Миколаївська область"
"[None, None]",,,"Калинівка (дачі), Миколаївська область"
"[None, None]",,,"Капустине, Миколаївська область"
"[None, None]",,,"Коларівка, Миколаївська область"
"[None, None]",,,"Коларівка (дачі), Миколаївська область"
"[None, None]",,,"Котляреве, Миколаївська область"
"[None, None]",,,"Лупареве (дачі), Миколаївська область"
"[None, None]",,,"Луч, Миколаївська область"
"[None, None]",,,"Мирне, Миколаївська область"
"[None, None]",,,"Мішківка, Миколаївська область"
"['47.90102', '33.0337']",47.90102,33.0337,"Новогригорівка, Миколаївська область"
"[None, None]",,,"Новомиколаївка, Миколаївська область"
"[None, None]",,,"Оленівка, Миколаївська область"
"[None, None]",,,"Пам’ять Комунарів, Миколаївська область"
"[None, None]",,,"Партизанське, Миколаївська область"
"[None, None]",,,"Первомайське (через Засілля), Миколаївська область"
"[None, None]",,,"Пересадівка, Миколаївська область"
"[None, None]",,,"Пересадівка (дачі), Миколаївська область"
"[None, None]",,,"Полігон, Миколаївська область"
"[None, None]",,,"Прибузьке, Миколаївська область"
"[None, None]",,,"Степова Долина, Миколаївська область"
"['46.73239', '31.18746']",46.73239,31.18746,"Українка, Миколаївська область"
"['46.86289', '32.20387']",46.86289,32.20387,"Шевченкове, Миколаївська область"
"[None, None]",,,"СВТ «Океан», Миколаївська область"
"[None, None]",,,"Квітневе, Миколаївська область"
"[None, None]",,,"Миколаївське, Миколаївська область"
"[None, None]",,,"Зоря, Миколаївська область"
"[None, None]",,,"Костянтинівка, Миколаївська область"
"[None, None]",,,"Новоруське, Миколаївська область"
"[None, None]",,,"Воровське, Миколаївська область"
"[None, None]",,,"Червоне, Миколаївська область"
"[None, None]",,,"Піщаний кар»єр, Миколаївська область"
"[None, None]",,,"Тернувате, Миколаївська область"
"[None, None]",,,"Безводне, Миколаївська область"
"[None, None]",,,"Весняне, Миколаївська область"
"[None, None]",,,"Зелений Яр, Миколаївська область"
"[None, None]",,,"Кир’яківка, Миколаївська область"
"[None, None]",,,"Кир’яківка (дачі), Миколаївська область"
"[None, None]",,,"Корчине, Миколаївська область"
"[None, None]",,,"Крива Балка, Миколаївська область"
"['47.06762', '31.73685']",47.06762,31.73685,"Кринички, Миколаївська область"
"[None, None]",,,"Маловарварівка, Миколаївська область"
"[None, None]",,,"Новобогданівка, Миколаївська область"
"['46.90089', '31.98839']",46.90089,31.98839,"Радсад, Миколаївська область"
"[None, None]",,,"Сапетня, Миколаївська область"
"[None, None]",,,"Сливине (дачі), Миколаївська область"
"[None, None]",,,"Стара Богданівка, Миколаївська область"
"[None, None]",,,"Трихати, Миколаївська область"
"[None, None]",,,"Червоне Поле, Миколаївська область"
"['47.18989', '31.51853']",47.18989,31.51853,"Степове, Миколаївська область"
"[None, None]",,,"Медмістечко, Миколаївська область"
"[None, None]",,,"СВТ Підлісне (через Матвіївку), Миколаївська область"
"[None, None]",,,"Інгулка, Миколаївська область"
"['47.5268', '32.75154']",47.5268,32.75154,"Лоцкіне, Миколаївська область"
"[None, None]",,,"Баловне, Миколаївська область"
"[None, None]",,,"Костянтинівка (дачі), Миколаївська область"
"[None, None]",,,"Соснове, Миколаївська область"
"[None, None]",,,"Аеропорт, Миколаївська область"
"[None, None]",,,"Миколаїв (ч/з Новопетрівське), Миколаївська область"
"[None, None]",,,"Миколаїв (ч/з Зайве), Миколаївська область"
"[None, None]",,,"Улянівка, Миколаївська область"
"[None, None]",,,"Парутине, Миколаївська область"
"[None, None]",,,"Червоне Парутине, Миколаївська область"
"['47.90972', '31.31963']",47.90972,31.31963,"Арбузинка, Миколаївська область"
"[None, None]",,,"Агрономія, Миколаївська область"
"[None, None]",,,"Братське (ч/з Петропавлівку), Миколаївська область"
"[None, None]",,,"Варюшине, Миколаївська область"
"['47.63192', '30.98851']",47.63192,30.98851,"Доманівка, Миколаївська область"
"[None, None]",,,"Доманівка через Жовтневе, Миколаївська область"
"[None, None]",,,"Веселинове (ч/з Варюшине), Миколаївська область"
"[None, None]",,,"Ганнівка Братського району, Миколаївська область"
"[None, None]",,,"Лиса Гора, Миколаївська область"
"[None, None]",,,"Арбузинка (ч/з Братське), Миколаївська область"
"[None, None]",,,"Воєводське, Миколаївська область"
"[None, None]",,,"Петропавлівка, Миколаївська область"
"[None, None]",,,"Баштанка, Миколаївська область"
"[None, None]",,,"Градівка, Миколаївська область"
"[None, None]",,,"Н.Олександрівка (ч/зЄланець ), Миколаївська область"
"[None, None]",,,"Маліївка, Миколаївська область"
"[None, None]",,,"Пісчаний Брід, Миколаївська область"
"[None, None]",,,"Матіясове, Миколаївська область"
"[None, None]",,,"Миколаїв  (ч/з Козирку), Миколаївська область"
"[None, None]",,,"Очаків(ч/з Іванівку), Миколаївська область"
"['47.8636', '31.58393']",47.8636,31.58393,"Братське, Миколаївська область"
"[None, None]",,,"Ясна Поляна, Миколаївська область"
"[None, None]",,,"Перемога, Миколаївська область"
"['47.36398', '32.93981']",47.36398,32.93981,"Калуга, Миколаївська область"
"[None, None]",,,"Маринівка, Миколаївська область"
"[None, None]",,,"Плющівка, Миколаївська область"
"[None, None]",,,"Тронка, Миколаївська область"
"['47.07579', '32.80516']",47.07579,32.80516,"Снігурівка, Миколаївська область"
"[None, None]",,,"Морське, Миколаївська область"
"[None, None]",,,"Коблеве, Миколаївська область"
"[None, None]",,,"Очаків (ч/з Веселинове), Миколаївська область"
"['47.33168', '33.04873']",47.33168,33.04873,"Лепетиха, Миколаївська область"
"[None, None]",,,"Возсіятське, Миколаївська область"
"[None, None]",,,"Антонівка, Миколаївська область"
"[None, None]",,,"Пелагеївка, Миколаївська область"
"['47.86195', '30.59195']",47.86195,30.59195,"Врадіївка, Миколаївська область"
"[None, None]",,,"Ізмаїл АС (ч\з Кальчеве), Одеська область"
"[None, None]",,,"Новосеменівка (ч\з Маяки), Одеська область"
"[None, None]",,,"Біляївка, Одеська область"
"[None, None]",,,"Одеса (ч\з ), Одеська область"
"[None, None]",,,"Одеса АС ""Новий Ринок"" (ч/з Хлібодарське), Одеська область"
"['47.16302', '29.78937']",47.16302,29.78937,"Кучурган, Одеська область"
"[None, None]",,,"Одеса АС ""Новий Ринок""(ч/з Жовтнева революція), Одеська область"
"[None, None]",,,"Великий Дальник (ч/зкм, Хлібодарське), Одеська область"
"[None, None]",,,"Подільськ АС (ч/з АВ ""Привоз""), Одеська область"
"[None, None]",,,"Мале (ч\з Алтестове), Одеська область"
"[None, None]",,,"Одеса АС "" Південна"" (ч\з АС ""АВ Привоз""), Одеська область"
"[None, None]",,,"Подільськ (ч/зАнаньїв), Одеська область"
"[None, None]",,,"Дачі с. Кошари, Одеська область"
"[None, None]",,,"Порт (ч\з Візирку), Одеська область"
"[None, None]",,,"смт Доброслав (ч/з Н.Біляри, Візирку), Одеська область"
"[None, None]",,,"Любопіль, Одеська область"
"[None, None]",,,"Цвинтар, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Арциз, Сарату, Маяки), Одеська область"
"[None, None]",,,"Одеса АС ""Привокзальна"" (ч/з Сарату, Маяки), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Єреміївку, Отрадово), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Бурдовку, Отрадово), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз""(ч/з Щербанку), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Бурдовку), Одеська область"
"['46.04591', '29.19117']",46.04591,29.19117,"Лужанка, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" через с. Серпневе, с. Підгірне, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" через с. Підгірне, Тарутине АС, Одеська область"
"[None, None]",,,"Багнатове, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з АС ""АВ Одеса""), Одеська область"
"[None, None]",,,"Рені АС, Одеська область"
"[None, None]",,,"Балта АС, Одеська область"
"[None, None]",,,"Кислиця, Одеська область"
"[None, None]",,,"Одеса АС ""Паустовського"", Одеська область"
"[None, None]",,,"Одеса АС ""Одеса ЖДВ"" (ч/з Татарбунари, АС ""АВ Одеса""), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з АС ""АВ Одеса"", ч/з Оріхівку), Одеська область"
"[None, None]",,,"Подільськ ЖДВ, Одеська область"
"[None, None]",,,"Федосіївка, Одеська область"
"[None, None]",,,"Чубівка, Одеська область"
"[None, None]",,,"Кілія АС, Одеська область"
"['45.88851', '30.14615']",45.88851,30.14615,"Базар'янка, Одеська область"
"[None, None]",,,"Татарбунари АС, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"", через АС ""Старосінна"", Одеська область"
"[None, None]",,,"Приморське (ч/з АС ""Старосінна""), Одеська область"
"[None, None]",,,"Вилкове (ч/з АС ""Старосінна""), Одеська область"
"[None, None]",,,"Дмитрівка (ч/з АС ""Старосінна""), Одеська область"
"[None, None]",,,"Долинське, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з АС ""Миколаївка""), Одеська область"
"[None, None]",,,"Н.Трояни (ч/з Маяки), Одеська область"
"['46.67217', '30.88552']",46.67217,30.88552,"Іванове, Одеська область"
"[None, None]",,,"Кілія (ч\з Татарбунари АС, АС ""Старосінна""), Одеська область"
"[None, None]",,,"Аквапарк, Одеська область"
"[None, None]",,,"ОК Чабанка, Одеська область"
"[None, None]",,,"с.Красносілка, Одеська область"
"[None, None]",,,"Одеса (вул. Ген. Бочарова), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Роздільну), Одеська область"
"[None, None]",,,"Гребеники (ч/з м. Роздільна), Одеська область"
"[None, None]",,,"Одеса АС ""Старосінна"" (ч\з Арциз АС, Сарату АС), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Удобне), Одеська область"
"[None, None]",,,"Миколаївка АС (ч/з Слобідка, Морозове), Одеська область"
"[None, None]",,,"смт Таїрове (ч\з Промринок, Дачі, Чорноморка), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Березівка, Стрюкове), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Маяки, Старокозаче), Одеська область"
"[None, None]",,,"Іванівка АС через Алтестове, Єгорівку, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз""(ч/з Березівку, АС ""Миколаївка""), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Шевченкове, АС ""Старосінна""), Одеська область"
"[None, None]",,,"Одеса АС «АВ Одеса» (ч\з Романівку, Миколаївку), Одеська область"
"[None, None]",,,"Болград АС (ч/з Татарбунари АС), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Татарбунари АС), Одеська область"
"[None, None]",,,"Промринок км (ч\з В. Дальник), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Широку Балку, Жовтнева революція), Одеська область"
"[None, None]",,,"Вилково АС (ч\з Мирне, Приморське), Одеська область"
"[None, None]",,,"Старосілля (ч/з с. Фуратовка, с. Олександрівка), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" ч/з АС ""АВ Одеса"", АС  км"", Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Березівку), Одеська область"
"[None, None]",,,"Миколаївка АС ""Миколаївка"" (ч/з Березівку), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Сарату, Арциз), Одеська область"
"[None, None]",,,"смт Молодіжне, Одеська область"
"[None, None]",,,"Промринок км (АС км""), Одеська область"
"['46.46976', '29.35258']",46.46976,29.35258,"Лісне ), Одеська область"
"[None, None]",,,"Нерубайське, Одеська область"
"[None, None]",,,"Точилове (ч/з Троїцьке, Гандрабури), Одеська область"
"[None, None]",,,"Одеса АC ""Новий ринок"", Одеська область"
"[None, None]",,,"Любопіль (дачі), Одеська область"
"[None, None]",,,"Червона Нива, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" ), Одеська область"
"[None, None]",,,"Пшонянове, Одеська область"
"[None, None]",,,"Одеса АС  ""Старосінна"", Одеська область"
"[None, None]",,,"Тарутине АС, Одеська область"
"[None, None]",,,"Одеса АС ""Привокзальна"" (сезонний), Одеська область"
"[None, None]",,,"Войничеве, Одеська область"
"[None, None]",,,"Саврань АС, Одеська область"
"[None, None]",,,"Кілія АС (ч/з Стару Некрасівку), Одеська область"
"[None, None]",,,"Промринок км (ч/з Татарбунари, Сарату), Одеська область"
"[None, None]",,,"Приморське (сезон), Одеська область"
"[None, None]",,,"Ізмаїл АС (ч/з Струмок), Одеська область"
"[None, None]",,,"Орехівка, Одеська область"
"[None, None]",,,"Миколаївка АС, Одеська область"
"[None, None]",,,"Грибівка, Одеська область"
"[None, None]",,,"Затока (ч/з Олександрівку), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Долинськ), Одеська область"
"[None, None]",,,"Вилкове (через с. Паланку), Одеська область"
"[None, None]",,,"ст.Аккаржа, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч\з Ленінталь), Одеська область"
"[None, None]",,,"Чорноморськ АС, Одеська область"
"[None, None]",,,"Михайлопіль (ч/з Іванівку), Одеська область"
"[None, None]",,,"Березівка АС, Одеська область"
"[None, None]",,,"Миколаївка АС (ч/з Доброслав), Одеська область"
"[None, None]",,,"Отрадове, Одеська область"
"[None, None]",,,"Промринок км (ч/з вул. Авангардну), Одеська область"
"[None, None]",,,"Надлиманське (ч/з Паліївку, Алтестове), Одеська область"
"[None, None]",,,"Алтестове, Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з ст. Вигода), Одеська область"
"[None, None]",,,"Теплодар АС (ч/з Мирне), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Мирне, Хлібодарське), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Петровське, Жовтнева революція), Одеська область"
"[None, None]",,,"Одеса  (ч/з Лиманське), Одеська область"
"['46.13444', '29.90417']",46.13444,29.90417,"Миколаївка, Одеська область"
"[None, None]",,,"Одеса АС "" Південна"" (ч/з Монаши), Одеська область"
"[None, None]",,,"Чорноморськ АС (ч/з Петродолинське), Одеська область"
"[None, None]",,,"Кілія (ч/з АС ""Старосінна""), Одеська область"
"[None, None]",,,"Одеса АС "" Південна"" ""Південна"" (сезонн), Одеська область"
"[None, None]",,,"Одеса (Промринок км), Одеська область"
"[None, None]",,,"Гребеники, Одеська область"
"[None, None]",,,"Одеса АС ""АВ Одеса"" „Привоз”, Одеська область"
"[None, None]",,,"Овідіополь зуп. Ринок, Одеська область"
"[None, None]",,,"Одеса (обласна клінічна лікарня), Одеська область"
"[None, None]",,,"с.Красносілка (типографія), Одеська область"
"[None, None]",,,"Петродолинське (ч/з Великий Дальник), Одеська область"
"[None, None]",,,"Одеса (обласна лікарня), Одеська область"
"['46.69338', '30.18636']",46.69338,30.18636,"Щербанка, Одеська область"
"[None, None]",,,"курорт ""Рассейка"", Одеська область"
"[None, None]",,,"Ізмаїл АС (через Кілія), Одеська область"
"[None, None]",,,"Вилкове (ч/з Червоний Яр), Одеська область"
"[None, None]",,,"Одеса АС ""АВ ""Привоз"" (ч/з Кирнички, Голиця, Оріхівка), Одеська область"
"[None, None]",,,"Одеса вул. Паустовського, Одеська область"
"[None, None]",,,"Ізмаїл АС (ч/з Приозерне, С.Трояни, Кирнички), Одеська область"
"[None, None]",,,"Арциз (мікрорайон), Одеська область"
"[None, None]",,,"с. Авангард АС  км"", Одеська область"
"[None, None]",,,"смт Авангард АС  км"", Одеська область"
"[None, None]",,,"смт.Авангард, Одеська область"
"[None, None]",,,"СОГ ""Ветеран"", Одеська область"
"[None, None]",,,"Миргород ч/з Шишаки, Полтавська область"
"[None, None]",,,"Оржиця ч/з Лубни, Полтавська область"
"[None, None]",,,"Кременчук ч/з Глобине, Полтавська область"
"[None, None]",,,"Божкове, Полтавська область"
"[None, None]",,,"Остап’є ч/з Поділ, Полтавська область"
"[None, None]",,,"Полтава ч/з Опішню, Полтавська область"
"['49.46012', '34.12335']",49.46012,34.12335,"Лиман Перший, Полтавська область"
"[None, None]",,,"Лохвиця ч/з Гадяч, Полтавська область"
"[None, None]",,,"Червоні Пологи, Полтавська область"
"[None, None]",,,"Ломаки, Полтавська область"
"[None, None]",,,"Березова Лука, Полтавська область"
"['50.19282', '32.56459']",50.19282,32.56459,"Велика Круча, Полтавська область"
"[None, None]",,,"Гора гр., Полтавська область"
"[None, None]",,,"Івашки, Полтавська область"
"[None, None]",,,"Вільшанка, Полтавська область"
"[None, None]",,,"Вільна Терешківка гр., Полтавська область"
"[None, None]",,,"Терешки гр., Полтавська область"
"[None, None]",,,"Микільське, Полтавська область"
"[None, None]",,,"Садки, Полтавська область"
"['49.4895', '34.23293']",49.4895,34.23293,"Плоске, Полтавська область"
"['49.42369', '34.23114']",49.42369,34.23114,"Стовбина Долина, Полтавська область"
"[None, None]",,,"Полтава ч/з Решетилівку, Полтавська область"
"[None, None]",,,"Федіївка, Полтавська область"
"['49.68014', '34.03352']",49.68014,34.03352,"Братешки, Полтавська область"
"[None, None]",,,"Колотії, Полтавська область"
"[None, None]",,,"Вакуленці (дамба), Полтавська область"
"[None, None]",,,"Ковалівка гр., Полтавська область"
"[None, None]",,,"Ковалівка (дачі) гр., Полтавська область"
"[None, None]",,,"Старі Санжари, Полтавська область"
"[None, None]",,,"Кривуші гр., Полтавська область"
"[None, None]",,,"Затурине (РЕС), Полтавська область"
"[None, None]",,,"ТЦ Метро, Полтавська область"
"[None, None]",,,"Оржиця ч/з Куйбишеве, Полтавська область"
"[None, None]",,,"Луки, Полтавська область"
"['49.70074', '32.683']",49.70074,32.683,"Чутівка, Полтавська область"
"[None, None]",,,"Чайківщина, Полтавська область"
"[None, None]",,,"Лубни ч/з Пирятин, Полтавська область"
"[None, None]",,,"Кременчук ч/з Полтаву, Полтавська область"
"[None, None]",,,"Кременчук ч/з Миргород, Полтавська область"
"['50.40872', '34.27903']",50.40872,34.27903,"Педоричі, Полтавська область"
"['50.41104', '33.8807']",50.41104,33.8807,"Калинівщина, Полтавська область"
"['50.44405', '34.20358']",50.44405,34.20358,"Плішивець, Полтавська область"
"['50.37007', '34.176']",50.37007,34.176,"Веприк, Полтавська область"
"[None, None]",,,"Харківці гр., Полтавська область"
"[None, None]",,,"Бобрик, Полтавська область"
"['50.51132', '33.90856']",50.51132,33.90856,"Гречанівка, Полтавська область"
"[None, None]",,,"Розбишівка, Полтавська область"
"[None, None]",,,"Воронівщина, Полтавська область"
"[None, None]",,,"Ветхалівка, Полтавська область"
"[None, None]",,,"Бакути, Полтавська область"
"[None, None]",,,"Великі Будища, Полтавська область"
"['49.06667', '34.2']",49.06667,34.2,"Соснівка, Полтавська область"
"['49.99259', '34.601']",49.99259,34.601,"Малі Будища, Полтавська область"
"[None, None]",,,"Петрівка Роменська, Полтавська область"
"[None, None]",,,"Римарівка, Полтавська область"
"[None, None]",,,"Полтава ч/з Зіньків, Полтавська область"
"[None, None]",,,"Шишаки ч/з Сагайдак, Полтавська область"
"[None, None]",,,"Кротенки ч/з Надержинщину, Полтавська область"
"[None, None]",,,"Макухівка, Полтавська область"
"[None, None]",,,"Білики ч/з Жуки, Полтавська область"
"[None, None]",,,"Баранівка, Полтавська область"
"[None, None]",,,"Полтава ч/з Котельву, Полтавська область"
"[None, None]",,,"Піски, Полтавська область"
"[None, None]",,,"Піщане (розвилка), Полтавська область"
"[None, None]",,,"Дзюбанівка, Полтавська область"
"[None, None]",,,"Гриньки ч/з Глобине, Полтавська область"
"[None, None]",,,"Максимівка гр., Полтавська область"
"[None, None]",,,"Коржівка, Полтавська область"
"[None, None]",,,"Маламівка гр., Полтавська область"
"[None, None]",,,"Кременчук гр., Полтавська область"
"[None, None]",,,"Пухальщина ч/з Ялинці гр., Полтавська область"
"[None, None]",,,"Писарщина ч/з Майбородівку, Полтавська область"
"[None, None]",,,"Глобино ч/з Обізнівку, Полтавська область"
"[None, None]",,,"Чорнухи, Полтавська область"
"[None, None]",,,"Лохвиця ч/з Миргород(пт.,сб.,нд.), Полтавська область"
"[None, None]",,,"Лохвиця ч/з Миргород, Полтавська область"
"[None, None]",,,"Лубни ч/з Миргород, Полтавська область"
"['49.87799', '32.96193']",49.87799,32.96193,"Лучка, Полтавська область"
"['49.99465', '34.34673']",49.99465,34.34673,"Дамаски, Полтавська область"
"['49.98972', '34.28921']",49.98972,34.28921,"Арсенівка, Полтавська область"
"['50.16622', '34.31817']",50.16622,34.31817,"Власівка, Полтавська область"
"['50.13388', '34.51776']",50.13388,34.51776,"Довжик, Полтавська область"
"[None, None]",,,"Дуб’яги, Полтавська область"
"['50.26823', '34.43564']",50.26823,34.43564,"Комсомольське, Полтавська область"
"['50.21648', '34.53888']",50.21648,34.53888,"Шенгаріївка, Полтавська область"
"[None, None]",,,"Велика Павлівка, Полтавська область"
"[None, None]",,,"Сиверинівка, Полтавська область"
"['50.11422', '34.54073']",50.11422,34.54073,"Саранчівка, Полтавська область"
"[None, None]",,,"Новоселівка ч/з Дейкалівку, Полтавська область"
"[None, None]",,,"Засулля гр., Полтавська область"
"[None, None]",,,"Оріхівка ч/з Л.Ромодан, Полтавська область"
"[None, None]",,,"Войниха, Полтавська область"
"[None, None]",,,"Вовківка, Полтавська область"
"['50.09502', '32.82788']",50.09502,32.82788,"Губське, Полтавська область"
"['50.16553', '32.8541']",50.16553,32.8541,"Горобії, Полтавська область"
"['50.25728', '32.14922']",50.25728,32.14922,"Теплівка, Полтавська область"
"[None, None]",,,"Вишняки, Полтавська область"
"[None, None]",,,"Хвощівка, Полтавська область"
"[None, None]",,,"Вергуни, Полтавська область"
"[None, None]",,,"Ульянівка, Полтавська область"
"['49.65391', '33.30199']",49.65391,33.30199,"Бовбасівка, Полтавська область"
"['49.74679', '33.52381']",49.74679,33.52381,"Орликівщина, Полтавська область"
"['49.66998', '33.45694']",49.66998,33.45694,"Бригадирівка, Полтавська область"
"['49.63094', '33.46893']",49.63094,33.46893,"Кривці, Полтавська область"
"[None, None]",,,"Надежда ч/з Решетилівку,Піщане, Полтавська область"
"[None, None]",,,"Литвяки гр., Полтавська область"
"[None, None]",,,"Чевельча, Полтавська область"
"[None, None]",,,"Кременчук ч/з Дмитрівку, Полтавська область"
"[None, None]",,,"Жуки гр., Полтавська область"
"[None, None]",,,"Гавронці(сезонний ), Полтавська область"
"['49.57791', '35.09666']",49.57791,35.09666,"Максимівка, Полтавська область"
"[None, None]",,,"Комендантівка, Полтавська область"
"[None, None]",,,"Чечелеве ч/з ЦРЛ, Полтавська область"
"[None, None]",,,"Шишаки ч/з Яреськи, Полтавська область"
"[None, None]",,,"Полтава ч/з Гоголеве, Полтавська область"
"[None, None]",,,"Шишаки ч/з Гоголеве, Полтавська область"
"['49.96842', '34.1456']",49.96842,34.1456,"Михайлики, Полтавська область"
"[None, None]",,,"Полтава ч/з Сагайдак, Полтавська область"
"[None, None]",,,"Полтава ч/з Диканьку, Полтавська область"
"[None, None]",,,"Лисівка (поворот), Полтавська область"
"[None, None]",,,"Божківське ч/з Новоселівку, Полтавська область"
"[None, None]",,,"Рунівщина гр., Полтавська область"
"[None, None]",,,"Ряське, Полтавська область"
"[None, None]",,,"Яхники, Полтавська область"
"[None, None]",,,"Канави, Полтавська область"
"[None, None]",,,"Нехвороща, Полтавська область"
"[None, None]",,,"Полтава ч/з Кобеляки, Полтавська область"
"[None, None]",,,"Нова Галещина гр., Полтавська область"
"[None, None]",,,"Дмитрівка гр., Полтавська область"
"['48.94757', '33.95335']",48.94757,33.95335,"Солошине, Полтавська область"
"[None, None]",,,"Козельщина ч/з Галещину, Полтавська область"
"[None, None]",,,"Потоки ч/з Дмитрівку, Полтавська область"
"['49.34517', '33.56368']",49.34517,33.56368,"Сиротенки, Полтавська область"
"[None, None]",,,"Остап’є, Полтавська область"
"[None, None]",,,"Гадяч ч/з Миргород, Полтавська область"
"[None, None]",,,"Нижня Мануйлівка ч/з Манжелію, Полтавська область"
"[None, None]",,,"Нижня Мануйлівка ч/з Козельщину, Полтавська область"
"[None, None]",,,"Гуньки ч/з Гришівку, Полтавська область"
"[None, None]",,,"К.Потоки гр., Полтавська область"
"[None, None]",,,"К.Потоки ч/з Свинарівку, Полтавська область"
"[None, None]",,,"Самусіївка ч/з Кривуші, Полтавська область"
"['49.56511', '34.17945']",49.56511,34.17945,"Демидівка, Полтавська область"
"[None, None]",,,"Садки (вул.Франка), Полтавська область"
"[None, None]",,,"Устимівка, Полтавська область"
"[None, None]",,,"Омельник ч/з Щербаки, Полтавська область"
"[None, None]",,,"Романки, Полтавська область"
"[None, None]",,,"Салівка, Полтавська область"
"[None, None]",,,"х.Радянський, Полтавська область"
"[None, None]",,,"Канівщина ч/з Майбородівку, Полтавська область"
"[None, None]",,,"Чумаки, Полтавська область"
"[None, None]",,,"Дмитрівка, Полтавська область"
"[None, None]",,,"Полтава ч/з Чутове, Полтавська область"
"[None, None]",,,"Флорівка, Полтавська область"
"['50.14242', '34.46706']",50.14242,34.46706,"Михайлівка, Полтавська область"
"['49.31937', '35.12392']",49.31937,35.12392,"Климівка, Полтавська область"
"['50.09893', '33.63007']",50.09893,33.63007,"Попівка, Полтавська область"
"[None, None]",,,"Скибівка, Полтавська область"
"[None, None]",,,"Лузоватка, Полтавська область"
"[None, None]",,,"Іскрівка ч/з Черняківку, Полтавська область"
"[None, None]",,,"Грякове, Полтавська область"
"[None, None]",,,"Смородщина, Полтавська область"
