,Lat,Long,new_name,old_name
943,49.8585,33.01351,Березняки,"Березняки, Полтавська область"
944,50.14397,34.38908,Шилівка,"Шилівка, Полтавська область"
945,49.38624,33.99667,Шамраївка,"Шамраївка, Полтавська область"
946,50.01565,33.69863,Зубівка,"Зубівка, Полтавська область"
947,48.93333,34.11667,Пологи,"Пологи, Полтавська область"
948,49.39037,34.57445,Мала Перещепина,"Мала Перещепина, Полтавська область"
949,49.7321129,35.3625883,Мозолівка,"Мозолівка, Полтавська область"
950,49.46346,32.81756,Святилівка,"Святилівка, Полтавська область"
951,49.54956,33.76091,Остап'є,"Остап'є, Полтавська область"
952,49.64194,33.54726,Радивонівка,"Радивонівка, Полтавська область"
953,49.34395,34.31084,Нові Санжари,"Нові Санжари, Полтавська область"
954,49.12862,34.52211,Лівенське,"Лівенське, Полтавська область"
955,49.90392,34.26243,Павлівка,"Павлівка, Полтавська область"
956,48.1378762,36.7865463,Новопавлівка,"Новопавлівка, Полтавська область"
957,49.7888028,33.730793,В.Багачка,"В.Багачка, Полтавська область"
958,49.79116,33.72258,Велика Багачка,"Велика Багачка, Полтавська область"
959,49.38784,33.25959,Глобине,"Глобине, Полтавська область"
960,49.60782,34.44852,Гожули,"Гожули, Полтавська область"
961,49.55632,33.47643,Радалівка,"Радалівка, Полтавська область"
962,49.37576,35.20983,Ланна,"Ланна, Полтавська область"
963,49.58648,35.29425,Білухівка,"Білухівка, Полтавська область"
964,49.42735,34.12723,Пасічне (Полтавська),"Пасічне, Полтавська область"
965,49.0642352,33.4219348,Кременчук АС,"Кременчук АС, Полтавська область"
966,51.00094,26.75106,Березне,"Березне, Рівненська область"
967,50.82538,26.99869,Соснове,"Соснове, Рівненська область"
968,50.6199,26.251617,Рівне ПВА,"Рівне ПВА, Рівненська область"
969,50.42459,25.79757,Рачин,"Рачин, Рівненська область"
970,51.6685,26.97329,Будимля,"Будимля, Рівненська область"
971,51.68979,26.14564,Дібрівськ,"Дібрівськ, Рівненська область"
972,51.6888505,26.1456767,Дібрівськ АС,"Дібрівськ АС, Рівненська область"
973,50.40349920000001,26.141892,Мізоч АС,"Мізоч АС, Рівненська область"
974,50.33328,26.22558,Борщівка Друга,"Борщівка Друга, Рівненська область"
975,50.61655,27.16055,Корець,"Корець, Рівненська область"
976,50.6292396,26.2723709,Рівне АС «Чайка»,"Рівне АС «Чайка», Рівненська область"
977,50.87841,26.45192,Костопіль,"Костопіль, Рівненська область"
978,51.15,26.15,Гута,"Гута, Рівненська область"
979,50.83184,26.09372,Дюксин,"Дюксин, Рівненська область"
980,50.86436,26.04844,Деражне,"Деражне, Рівненська область"
981,50.509,25.61675,Млинів,"Млинів, Рівненська область"
982,50.4375,26.49321,"Станція ""Острог""","Станція ""Острог"", Рівненська область"
983,50.3312018,26.5208995,"Ст. ""Острог""","Ст. ""Острог"", Рівненська область"
984,50.26769,25.4623,Козин,"Козин, Рівненська область"
985,50.6150029,26.2828686,Рівне ПВА/ АС,"Рівне ПВА/ АС, Рівненська область"
986,51.1333765,26.3062357,Степань АС,"Степань АС, Рівненська область"
987,51.12958,26.30052,Степань,"Степань, Рівненська область"
988,51.35061,26.36225,Тутовичі,"Тутовичі, Рівненська область"
989,50.66346,24.59826,Новий Загорів,"Новий Загорів, Волинська область"
990,50.737,24.64944,Локачі,"Локачі, Волинська область"
991,50.63879,24.36003,Іваничі,"Іваничі, Волинська область"
992,50.59273,24.76475,Колпитів,"Колпитів, Волинська область"
993,50.67787,24.85179,Линів,"Линів, Волинська область"
994,50.8573227,24.810282,Кисилин,"Кисилин, Волинська область"
995,50.83153,25.96003,Яківці,"Яківці, Волинська область"
996,50.83219,25.88635,Цумань,"Цумань, Волинська область"
997,50.7287849,24.2290222,Гряда,"Гряда, Волинська область"
998,50.4102,24.74718,Брани,"Брани, Волинська область"
999,51.45673,24.75426,Мильці,"Мильці, Волинська область"
1000,50.89729,25.35376,Ольганівка,"Ольганівка, Волинська область"
1001,50.83425,25.45821,Ківерці,"Ківерці, Волинська область"
1002,51.10016,24.47495,Кульчин,"Кульчин, Волинська область"
1003,51.43762,24.43997,Стара Вижівка,"Стара Вижівка, Волинська область"
1004,50.82437,25.84596,Башлики,"Башлики, Волинська область"
1005,50.70912,25.74591,Жорнище,"Жорнище, Волинська область"
1006,50.66365,24.24918,Благодатне,"Благодатне, Волинська область"
1006,47.909134, 36.111736,Благодатне (Запорізька),"Благодатне, Запорізька область"
1007,51.18231,24.61776,Люблинець,"Люблинець, Волинська область"
1008,51.62912,24.12636,Гута,"Гута, Волинська область"
1009,51.58212,24.49588,Глухи,"Глухи, Волинська область"
1010,51.10081,25.66845,Колки,"Колки, Волинська область"
1011,51.05144,25.61502,Ситниця,"Ситниця, Волинська область"
1012,51.50208,23.93806,Шацьк,"Шацьк, Волинська область"
1013,51.83397,24.72195,Межисить,"Межисить, Волинська область"
1014,51.88931,24.89811,Хабарище,"Хабарище, Волинська область"
1015,51.10066,23.8943,Висоцьк,"Висоцьк, Волинська область"
1016,51.87268,24.68455,Березники,"Березники, Волинська область"
1017,50.73767,25.43058,Струмівка,"Струмівка, Волинська область"
1018,51.78439,24.86463,Щитинь,"Щитинь, Волинська область"
1019,51.78926,25.4674,Проходи,"Проходи, Волинська область"
1020,50.92969,25.359,Єлизаветин,"Єлизаветин, Волинська область"
1021,51.45416,25.21723,Великий Обзир,"Великий Обзир, Волинська область"
1022,51.0521,24.82534,Пересіка,"Пересіка, Волинська область"
1023,51.87416,24.98791,Невір,"Невір, Волинська область"
1024,51.13744,25.22103,Сільце,"Сільце, Волинська область"
1025,51.37445,25.21886,Бережниця,"Бережниця, Волинська область"
1026,51.4159,24.24301,Стара Гута,"Стара Гута, Волинська область"
1027,51.66231,25.17545,Кримне,"Кримне, Волинська область"
1028,50.88579,24.85494,Студині,"Студині, Волинська область"
1029,51.5234,24.76123,Датинь,"Датинь, Волинська область"
1030,50.67372,25.10767,Коршів,"Коршів, Волинська область"
1031,50.4092884,25.1177996,Богунівка,"Богунівка, Волинська область"
1032,50.38374,24.9821,Диковини,"Диковини, Волинська область"
1033,51.07344,25.48019,Боровичі,"Боровичі, Волинська область"
1034,50.41474,25.16132,Гумнище,"Гумнище, Волинська область"
1035,51.0448,25.29374,Духче,"Духче, Волинська область"
1036,50.6317,24.27185,Заболотці,"Заболотці, Волинська область"
1037,50.59628,24.26973,Заставне,"Заставне, Волинська область"
1038,50.67752,24.09426,Кречів,"Кречів, Волинська область"
1039,50.64287,24.18707,Литовеж,"Литовеж, Волинська область"
1040,51.0479,25.89833,Гораймівка,"Гораймівка, Волинська область"
1041,50.93542,25.2428,Дмитрівка,"Дмитрівка, Волинська область"
1042,50.71855,25.81251,Олика,"Олика, Волинська область"
1043,51.38643,23.78367,Столинські Смоляри,"Столинські Смоляри, Волинська область"
1044,51.08644,24.52294,Турійськ,"Турійськ, Волинська область"
1045,51.91115,25.21866,Мукошин,"Мукошин, Волинська область"
1046,51.88554,25.13066,Ветли,"Ветли, Волинська область"
1047,50.70842,24.18002,Будятичі,"Будятичі, Волинська область"
1048,51.72906,25.17076,Залаззя,"Залаззя, Волинська область"
1049,51.2691,25.92664,Козлиничі,"Козлиничі, Волинська область"
1050,51.65279,25.15686,Брониця,"Брониця, Волинська область"
1051,50.757805,25.349227,Луцьк (залізничний вокзал),"Луцьк (залізничний вокзал), Волинська область"
1052,51.64726,25.57808,Лобна,"Лобна, Волинська область"
1053,51.5142,23.78196,Пульмо,"Пульмо, Волинська область"
1054,51.75107,25.34909,Деревок,"Деревок, Волинська область"
1055,50.78272,24.851,Затурці,"Затурці, Волинська область"
1056,50.73077,24.22693,Гряди,"Гряди, Волинська область"
1057,50.7823352,24.1217426,шахта Бужанська,"шахта Бужанська, Волинська область"
1058,50.67686,25.18949,Ратнів,"Ратнів, Волинська область"
1059,50.53333,25.08333,Ниви Губинські,"Ниви Губинські, Волинська область"
1060,51.81586,25.0517,Велика Глуша,"Велика Глуша, Волинська область"
1061,51.16841,23.87155,Бережці,"Бережці, Волинська область"
1062,51.562002,23.9138173,санаторій Лісова Пісня,"санаторій Лісова Пісня, Волинська область"
1063,51.68843,24.40919,Жиричі,"Жиричі, Волинська область"
1064,50.47334,25.00803,Новосілки,"Новосілки, Волинська область"
1065,51.41475,24.05393,Крушинець,"Крушинець, Волинська область"
1066,51.53981,23.71092,Пулемець,"Пулемець, Волинська область"
1067,51.36209,25.81352,Колодії,"Колодії, Волинська область"
1068,51.34241,24.28155,Рудня,"Рудня, Волинська область"
1069,51.3648591,23.6957043,Забужжя,"Забужжя, Волинська область"
1070,51.24551,24.70714,Вербка,"Вербка, Волинська область"
1071,51.13781,25.37883,Угли,"Угли, Волинська область"
1072,50.63406,24.69482,Конюхи,"Конюхи, Волинська область"
1073,51.31644,24.2654,Чорноплеси,"Чорноплеси, Волинська область"
1074,51.26731,23.83366,Борове,"Борове, Волинська область"
1075,51.22601,24.03727,Любомль,"Любомль, Волинська область"
1076,50.65108,25.35628,Вербаїв,"Вербаїв, Волинська область"
1077,51.58197,24.73726,Велимче,"Велимче, Волинська область"
1078,51.54908,24.68092,Дошне,"Дошне, Волинська область"
1079,50.61795,25.38434,Лучиці,"Лучиці, Волинська область"
1080,50.76645,25.24022,Боголюби,"Боголюби, Волинська область"
1081,51.39953,28.27909,Бігунь,"Бігунь, Житомирська область"
1082,51.34211,28.35019,ЛИСТВИН,"ЛИСТВИН, Житомирська область"
1083,50.2983,28.53343,Іванівка,"Іванівка, Житомирська область"
1083,51.378096,31.291340,Іванівка (Чернігівська),"Іванівка, Чернігівська область"
1084,50.31333,29.58634,ЛАЗАРІВКА,"ЛАЗАРІВКА, Житомирська область"
1085,50.21939150000001,28.7207733,СТАНИШІВКА ЖРЛ,"СТАНИШІВКА ЖРЛ, Житомирська область"
1086,50.80428,27.60849,ВЕЛИКА ЦВІЛЯ,"ВЕЛИКА ЦВІЛЯ, Житомирська область"
1087,50.59484,28.44489,ХОРОШІВ,"ХОРОШІВ, Житомирська область"
1088,50.87349,27.80604,Ємільчине,"Ємільчине, Житомирська область"
1089,51.03333,28.18333,Калинівка,"Калинівка, Житомирська область"
1090,51.35902,29.30524,Радча,"Радча, Житомирська область"
1091,51.02512,27.44829,Жовтневе,"Жовтневе, Житомирська область"
1092,51.20286,29.08228,НАРОДИЧІ,"НАРОДИЧІ, Житомирська область"
1093,51.5671,29.07769,ВИСТУПОВИЧІ,"ВИСТУПОВИЧІ, Житомирська область"
1094,51.17262,28.45651,ЛИПНИКИ,"ЛИПНИКИ, Житомирська область"
1095,49.91667,28.51667,ПІДГОРОДНЕ,"ПІДГОРОДНЕ, Житомирська область"
1096,49.99891,28.78498,НИКОНІВКА,"НИКОНІВКА, Житомирська область"
1097,49.82864,28.62742,ХАЖИН,"ХАЖИН, Житомирська область"
1098,49.83843,28.51096,МАРКУШІ,"МАРКУШІ, Житомирська область"
1099,50.62235,28.69977,КАМ'ЯНИЙ БРІД,"КАМ'ЯНИЙ БРІД, Житомирська область"
1100,50.37053,28.01942,НАТАЛІЯ,"НАТАЛІЯ, Житомирська область"
1101,50.13657,29.36961,Мар'янівка,"Мар'янівка, Житомирська область"
1102,50.38081,27.83204,ТАРТАК,"ТАРТАК, Житомирська область"
1103,50.7266,29.31645,ВІЗНЯ,"ВІЗНЯ, Житомирська область"
1104,50.2361625,28.5643746,ТЕТЕРІВКА,"ТЕТЕРІВКА, Житомирська область"
1105,50.2450673,28.7660036,КЛІТЧИН,"КЛІТЧИН, Житомирська область"
1106,51.04337,29.29591,Базар,"Базар, Житомирська область"
1107,50.8052795,27.6025096,В. ЦВІЛЯ,"В. ЦВІЛЯ, Житомирська область"
1108,49.90837,28.09109,ТРОЩА,"ТРОЩА, Житомирська область"
1109,50.0,28.16667,Чуднів,"Чуднів, Житомирська область"
1110,50.03854,29.13001,ЗАРУБИНЦІ,"ЗАРУБИНЦІ, Житомирська область"
1111,49.79354,29.20746,КРИЛІВКА,"КРИЛІВКА, Житомирська область"
1112,50.10099,28.93269,КОТЕЛЬНЯ,"КОТЕЛЬНЯ, Житомирська область"
1113,49.92924,29.1168,ЛЕБЕДИНЦІ,"ЛЕБЕДИНЦІ, Житомирська область"
1114,49.8671254,28.471802,М.П'ЯТИГІРКА,"М.П'ЯТИГІРКА, Житомирська область"
1115,50.02288,29.02023,Андрушівка,"Андрушівка, Житомирська область"
1116,49.9886,29.11383,МІНЬКІВЦІ,"МІНЬКІВЦІ, Житомирська область"
1117,50.63394,28.26219,СТАВКИ,"СТАВКИ, Житомирська область"
1118,49.78023169999999,28.0238559,Безпечна,"Безпечна, Житомирська область"
1119,49.76038,29.3015,ЯГНЯТИН,"ЯГНЯТИН, Житомирська область"
1120,49.9476,29.62951,ПОЧУЙКИ,"ПОЧУЙКИ, Житомирська область"
1121,50.06764,27.69776,КОЛОДЯЖНЕ,"КОЛОДЯЖНЕ, Житомирська область"
1122,49.87993,27.82215,Авратин,"Авратин, Житомирська область"
1123,50.03508,28.17738,КОРОЧЕНКИ,"КОРОЧЕНКИ, Житомирська область"
1124,50.08388,28.02031,СТОВПІВ,"СТОВПІВ, Житомирська область"
1125,50.25465,28.6586669,Бристіївка,"Бристіївка, Житомирська область"
1126,50.0953,29.53581,КОРНИН,"КОРНИН, Житомирська область"
1127,49.8609751,27.7942207,В.БРАТАЛІВ,"В.БРАТАЛІВ, Житомирська область"
1128,50.27985,28.77789,ГЛИБОЧИЦЯ,"ГЛИБОЧИЦЯ, Житомирська область"
1129,50.21982,28.72897,СТАНИШІВКА,"СТАНИШІВКА, Житомирська область"
1130,50.28775839999999,28.8470059,Н.БЕРЕЗИНА,"Н.БЕРЕЗИНА, Житомирська область"
1131,50.78053,28.40571,Вишневе,"Вишневе, Житомирська область"
1132,50.40793,27.57079,СУЄМЦІ,"СУЄМЦІ, Житомирська область"
1133,49.79467,27.92372,СУСЛІВКА,"СУСЛІВКА, Житомирська область"
1134,50.28449,29.52626,Брусилів,"Брусилів, Житомирська область"
1134,51.544155,31.514351,Брусилів (Чернігівська),"Брусилів, Чернігівська область"
1135,50.3558014,29.6243755,КОВГАНІВКА,"КОВГАНІВКА, Житомирська область"
1136,50.68196,28.0165,Березівка,"Березівка, Житомирська область"
1137,49.75041,27.78694,Бичова,"Бичова, Житомирська область"
1138,49.82491,28.16489,ЖЕРЕБКИ,"ЖЕРЕБКИ, Житомирська область"
1139,50.287,29.5917,ДУБРІВКА,"ДУБРІВКА, Житомирська область"
1140,50.49613,29.22911,Радомишль,"Радомишль, Житомирська область"
1141,49.84302,27.92745,СТЕТКІВЦІ,"СТЕТКІВЦІ, Житомирська область"
1142,49.7228,29.20455,Ружин,"Ружин, Житомирська область"
1143,49.80841,29.30585,ВЕРХІВНЯ,"ВЕРХІВНЯ, Житомирська область"
1144,50.98101,29.11422,САВЛУКИ,"САВЛУКИ, Житомирська область"
1145,50.82523,28.84892,МЕЛЕНІ,"МЕЛЕНІ, Житомирська область"
1146,50.350705,31.3188908,Баришівка,"Баришівка, Житомирська область"
1147,50.31723,29.0563,Коростишів,"Коростишів, Житомирська область"
1148,50.10802,27.70303,МИРОПІЛЬ,"МИРОПІЛЬ, Житомирська область"
1149,50.14802,27.93124,Романів,"Романів, Житомирська область"
1150,50.29285,27.98314,Биківка,"Биківка, Житомирська область"
1151,50.40616,28.8917,ЩЕНІЇВ,"ЩЕНІЇВ, Житомирська область"
1152,50.51125,28.9606,ТОРЧИН,"ТОРЧИН, Житомирська область"
1153,50.7696795,29.2604876,МАЛИН АС,"МАЛИН АС, Житомирська область"
1154,49.88169,29.29035,Макарівка,"Макарівка, Житомирська область"
1155,50.960908,28.5927599,КОРОСТЕНЬ АС,"КОРОСТЕНЬ АС, Житомирська область"
1156,50.28595,27.46168,ЖАРИ,"ЖАРИ, Житомирська область"
1157,50.37942,27.47706,МИРОСЛАВЛЬ,"МИРОСЛАВЛЬ, Житомирська область"
1158,50.25836,27.68809,ПОЛЯНКА,"ПОЛЯНКА, Житомирська область"
1159,51.46047,28.28493,Дуби,"Дуби, Житомирська область"
1160,51.3712573,28.2424694,Голодець,"Голодець, Житомирська область"
1161,49.85736,27.98779,МОЛОЧКИ,"МОЛОЧКИ, Житомирська область"
1162,46.82554,36.89309,Новопетрівка,"Новопетрівка, Запорізька область"
1163,46.73479,36.34425,Приморськ,"Приморськ, Запорізька область"
1164,47.26558,36.16945,Новоказанкувате,"Новоказанкувате, Запорізька область"
1165,47.48444,36.25361,Пологи,"Пологи, Запорізька область"
1166,47.362806,36.6529331,Куйбишеве (АС),"Куйбишеве (АС), Запорізька область"
1167,46.81327,34.91311,Петрівка,"Петрівка, Запорізька область"
1168,46.65671,36.2305,Набережне,"Набережне, Запорізька область"
1169,47.25522,35.71238,Токмак,"Токмак, Запорізька область"
1170,47.20177,35.60219,Молочанськ,"Молочанськ, Запорізька область"
1171,46.68779,36.21242,Преслав,"Преслав, Запорізька область"
1172,46.68071,35.96599,Райнівка,"Райнівка, Запорізька область"
1173,46.75017,36.07821,Інзівка,"Інзівка, Запорізька область"
1174,47.1882662,36.2107475,Чернігівка (АС),"Чернігівка (АС), Запорізька область"
1175,46.91378,36.11279,Мануйлівка,"Мануйлівка, Запорізька область"
1176,47.66389,36.25633,Гуляйполе,"Гуляйполе, Запорізька область"
1177,47.08292,35.51163,Світлодолинське,"Світлодолинське, Запорізька область"
1178,47.01479,34.91504,Веселе,"Веселе, Запорізька область"
1179,47.65311,35.69512,Кірове (Запорізька),"Кірове, Запорізька область"
1180,46.3710797,35.3629973,Кирилівка (АС),"Кирилівка (АС), Запорізька область"
1181,46.47722,35.54453,Степанівка Перша,"Степанівка Перша, Запорізька область"
1182,46.59717,35.68568,Новокостянтинівка,"Новокостянтинівка, Запорізька область"
1183,47.36105,35.47583,Чорноземне,"Чорноземне, Запорізька область"
1184,47.02662,36.87138,Миколаївка,"Миколаївка, Запорізька область"
1185,47.05,35.86036,Ударник,"Ударник, Запорізька область"
1186,47.14033879999999,34.788612,Піскошене,"Піскошене, Запорізька область"
1187,46.45224,35.10375,Атманай,"Атманай, Запорізька область"
1188,46.9014654,34.9636022,Далеке (Веселівський район),"Далеке (Веселівський район), Запорізька область"
1189,47.62545,35.51158,Новояковлівка,"Новояковлівка, Запорізька область"
1190,47.3200167,36.287671,Григорівка (Пологівський район),"Григорівка (Пологівський район), Запорізька область"
1191,47.57863,36.83531,Надійне,"Надійне, Запорізька область"
1192,46.9394,35.77207,Розівка,"Розівка, Запорізька область"
1193,47.31336,36.69225,Новокам’янка,"Новокам’янка, Запорізька область"
1194,47.54711,36.5467,Чубарівка,"Чубарівка, Запорізька область"
1195,47.43451,37.21235,Вишнювате,"Вишнювате, Запорізька область"
1196,47.42932,35.98282,Вербове,"Вербове, Запорізька область"
1197,47.68995,36.02002,Копані,"Копані, Запорізька область"
1198,47.47325,34.69612,Новоукраїнка,"Новоукраїнка, Запорізька область"
1199,47.70557,36.01772,Долинка,"Долинка, Запорізька область"
1200,47.47051,35.34496,Лісне,"Лісне, Запорізька область"
1201,47.57194,35.81667,Преображенка,"Преображенка, Запорізька область"
1202,47.79089,35.7348,Новотроїцьке,"Новотроїцьке, Запорізька область"
1203,47.13664,34.5719,Добровольчеське,"Добровольчеське, Запорізька область"
1204,47.38169,34.97652,Дніпрорудне,"Дніпрорудне, Запорізька область"
1205,47.85133,34.92336,Петрівське,"Петрівське, Запорізька область"
1206,47.96859,35.3658,Любимівка,"Любимівка, Запорізька область"
1207,47.82354,36.57215,Темирівка,"Темирівка, Запорізька область"
1208,48.04409,36.02368,Горлицьке,"Горлицьке, Запорізька область"
1209,47.79977,36.04605,Різдвянка,"Різдвянка, Запорізька область"
1210,48.0472675,35.1409558,Ульянівка (Запорізька),"Ульянівка, Запорізька область"
1211,48.049,35.80646,Каштанівка,"Каштанівка, Запорізька область"
1212,47.1399,36.8016,Берестове,"Берестове, Запорізька область"
1213,47.81256,36.43567,Новогригорівка,"Новогригорівка, Запорізька область"
1214,47.76488,35.96621,Любицьке,"Любицьке, Запорізька область"
1215,47.9767667,35.9095015,Новомиколаївка (АС),"Новомиколаївка (АС), Запорізька область"
1216,47.90866,36.10815,Благодатне,"Благодатне, Запорізька область"
1217,48.09529,35.64818,Уральське,"Уральське, Запорізька область"
1218,47.57781,36.11301,Мирне,"Мирне, Запорізька область"
1218,51.484910, 33.390727,Мирне (Сумська),"Мирне, Сумська область"
1219,47.85015,35.76185,Листівка,"Листівка, Запорізька область"
1220,46.7389292,35.6383177,Приазовське (АС),"Приазовське (АС), Запорізька область"
1221,47.3216754,35.5205238,Переможне (Токмацький район),"Переможне (Токмацький район), Запорізька область"
1222,48.0558,35.77301,Петропавлівське,"Петропавлівське, Запорізька область"
1223,47.4726793,36.2625494,с. Пологи,"с. Пологи, Запорізька область"
1224,47.53563,35.89293,Мала Токмачка,"Мала Токмачка, Запорізька область"
1225,46.45,35.11667,Солоне,"Солоне, Запорізька область"
1226,47.13066,35.21866,Підгірне,"Підгірне, Запорізька область"
1227,46.67556,35.00399,Тернівка (Запорізька),"Тернівка, Запорізька область"
1228,47.27235,35.22235,Михайлівка,"Михайлівка, Запорізька область"
1229,47.6108276,35.4451503,Лук’янівське,"Лук’янівське, Запорізька область"
1230,47.91548,34.90304,Широке,"Широке, Запорізька область"
1231,47.6449,35.29074,Приморське (Запорізька),"Приморське, Запорізька область"
1232,47.58885,35.36312,Степногірськ,"Степногірськ, Запорізька область"
1233,47.24737,34.93457,Мала Білозерка,"Мала Білозерка, Запорізька область"
1234,47.6424248,35.2962326,Приморьське,"Приморьське, Запорізька область"
1235,47.29365,34.92502,Новобілозерка,"Новобілозерка, Запорізька область"
1236,47.4892576,35.2819627,В. Криниця,"В. Криниця, Запорізька область"
1237,47.60142,35.5127,Павлівка,"Павлівка, Запорізька область"
1238,47.4414731,35.2867265,Василівка (АС),"Василівка (АС), Запорізька область"
1239,48.02273,35.42196,Новогупалівка,"Новогупалівка, Запорізька область"
1240,47.9095,35.357765,Матвіївка (ст. Янцеве),"Матвіївка (ст. Янцеве), Запорізька область"
1241,47.94381,35.43539,Вільнянськ,"Вільнянськ, Запорізька область"
1242,47.69264,35.34882,Григорівка,"Григорівка, Запорізька область"
1243,47.7535,35.13795,Розумівка,"Розумівка, Запорізька область"
1244,47.69201200000001,34.9948325,Мар’ївка,"Мар’ївка, Запорізька область"
1245,47.27511,34.58922,Качкарівка,"Качкарівка, Запорізька область"
1246,46.8522353,35.3604851,Мелітополь (АС),"Мелітополь (АС), Запорізька область"
1247,47.1841,35.11625,Тимошівка,"Тимошівка, Запорізька область"
1248,47.81608,35.45929,Новотавричеське,"Новотавричеське, Запорізька область"
1249,46.75073,36.37774,Банівка,"Банівка, Запорізька область"
1250,47.37061,35.54363,Новогорівка,"Новогорівка, Запорізька область"
1252,47.09804,35.66334,Курошани,"Курошани, Запорізька область"
1253,47.39196,35.36469,Зелений Гай,"Зелений Гай, Запорізька область"
1254,47.27211,35.4972,Новолюбимівка,"Новолюбимівка, Запорізька область"
1255,47.0481285,35.7072593,Лагідне,"Лагідне, Запорізька область"
1256,51.19912,33.83523,Буринь,"Буринь, Сумська область"
1257,50.40561,35.39705,Ямне,"Ямне, Сумська область"
1258,50.37934,35.27958,Добрянське,"Добрянське, Сумська область"
1259,50.48478,34.96567,Тростянець (Сумська),"Тростянець, Сумська область"
1259,50.782000, 32.807367,Тростянець (Чернігівська),"Тростянець, Чернігівська область"
1260,51.33745,33.87066,Путивль,"Путивль, Сумська область"
1261,51.15016,34.31287,Білопілля,"Білопілля, Сумська область"
1262,50.87837,33.23082,Посад,"Посад, Сумська область"
1263,50.31121,34.47633,Комиші,"Комиші, Сумська область"
1264,51.57167,34.12167,Шалигіне,"Шалигіне, Сумська область"
1265,50.71906,33.78701,Рубанка,"Рубанка, Сумська область"
1266,50.72156,33.99941,Горькове,"Горькове, Сумська область"
1267,51.81518,34.21406,Слобода,"Слобода, Сумська область"
1268,51.1452,33.63161,Леонтіївка,"Леонтіївка, Сумська область"
1269,50.86398,35.2291,Наумівка,"Наумівка, Сумська область"
1270,50.80187,35.38197,Покровка (Сумська),"Покровка, Сумська область"
1271,51.22236,34.62745,Ободи,"Ободи, Сумська область"
1272,50.4041,34.73718,Олешня,"Олешня, Сумська область"
1273,50.25,34.68144,Рибальське (Сумська),"Рибальське, Сумська область"
1274,52.09786,33.73547,Степне,"Степне, Сумська область"
1274,47.797768,35.307004,Степне (Запорізька),"Степне, Запорізька область"
1275,52.1837429,34.0412051,С.Буда,"С.Буда, Сумська область"
1276,51.54775,33.38475,Кролевець,"Кролевець, Сумська область"
1277,50.4202773,35.4812634,В.Писарівка,"В.Писарівка, Сумська область"
1278,50.83398,33.87626,Недригайлів,"Недригайлів, Сумська область"
1279,50.91233,33.98352,Іваниця,"Іваниця, Сумська область"
1280,50.66909,33.30145,Артюхівка,"Артюхівка, Сумська область"
1281,50.78778,33.33188,Салогубівка,"Салогубівка, Сумська область"
1282,50.92601,33.58499,Сміле,"Сміле, Сумська область"
1283,50.59641,33.86563,Суха Грунь,"Суха Грунь, Сумська область"
1284,51.59422,33.87682,Семенівка (Сумська),"Семенівка, Сумська область"
1285,50.5694132,33.7934185,Л.Долина,"Л.Долина, Сумська область"
1286,50.6479059,33.9905124,Беєво,"Беєво, Сумська область"
1287,50.51294,33.57383,Яганівка,"Яганівка, Сумська область"
1288,50.7767616,35.1954327,Грязне,"Грязне, Сумська область"
1289,50.43949,35.20684,Солдатське,"Солдатське, Сумська область"
1290,52.18903,34.03639,Середина:Буда,"Середина:Буда, Сумська область"
1291,51.48206,33.68953,Зазірки,"Зазірки, Сумська область"
1292,50.6298,34.15149,Капустинці,"Капустинці, Сумська область"
1293,50.9077,34.7981,В.Ліс,"В.Ліс, Сумська область"
1294,50.9270092,34.7750369,с.Куйбишева,"с.Куйбишева, Сумська область"
1295,48.93333,29.98333,Зоряне,"Зоряне, Черкаська область"
1296,49.82227,32.39527,Красенівка,"Красенівка, Черкаська область"
1297,47.4043017,38.0973479,Зернове (ЗА),"Зернове (ЗА), Донецька область"
1298,48.31771209999999,37.0903532,Гришине (ДП Центр),"Гришине (ДП Центр), Донецька область"
1299,48.2557091,37.1364126,Перше Травня (ДП),"Перше Травня (ДП), Донецька область"
1300,48.60676669999999,37.5327921,Дружківка (АС),"Дружківка (АС), Донецька область"
1301,48.0201627,38.6545257,Торез (ЗА,"Торез (ЗА, Донецька область"
1302,48.0215476,38.2613859,Зугрес (АС),"Зугрес (АС), Донецька область"
1303,48.15571,24.79112,Верховина,"Верховина, Івано-Франківська область"
1304,49.35299879999999,24.7838844,Верхня Липиця,"Верхня Липиця, Івано-Франківська область"
1305,49.269659,24.3954402,Вишнів,"Вишнів, Івано-Франківська область"
1306,49.47309,24.50884,Дички,"Дички, Івано-Франківська область"
1307,49.42471949999999,24.4071182,Долиняни,"Долиняни, Івано-Франківська область"
1308,49.30576,24.49424,Колоколин,"Колоколин, Івано-Франківська область"
1309,48.8001204,24.7628783,Липівка,"Липівка, Івано-Франківська область"
1310,49.2975011,24.3312009,Луковець Журівський,"Луковець Журівський, Івано-Франківська область"
1311,49.496412,24.4397203,Любша,"Любша, Івано-Франківська область"
1312,49.3964423,24.4369275,Помонята,"Помонята, Івано-Франківська область"
1313,49.46802,24.70485,Стратин,"Стратин, Івано-Франківська область"
1314,49.3356407,24.7149002,Уїзд,"Уїзд, Івано-Франківська область"
1315,49.42775,24.55038,Черче,"Черче, Івано-Франківська область"
1316,49.46144,24.57973,Руда,"Руда, Івано-Франківська область"
1317,49.24005529999999,24.8764664,Дитятин,"Дитятин, Івано-Франківська область"
1318,49.04908,23.76938,Тисів,"Тисів, Івано-Франківська область"
