id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
1603,Луцьк-Кузнецовськ,Луцьк,Кузнецовськ,6459609857230296013,Укртрансбезпека ,357/358,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1990 року,21.07.2011-20.07.2016,"СПД-ФО Бутовченко В.А, адреса: вул.Рівненська, 83-А/14, м.Луцьк, АВ 523499",1+1,1
1605,Суми-Миргород,Суми,Миргород,8181116521892812855,Укртрансбезпека ,357/358,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,31.12.2011-30.12.2016,"ФОП Замана П.І., адреса: вул. Білопільське шосе, 23, кв.108, м.Суми, АВ 525739",1+1,1
1609,Київ-Ватутіне,Київ,Ватутіне,5378315222926419775,Укртрансбезпека ,359/360,щоденно,один,"М3, ІІІ",Починаючи з 1996 року,09.05.2015-08.05.2020,"ФОП Федоров Ю.В., адреса: вул. Комінтерна, 17, м.Звенигородка, Черкаська область, АЕ 572477",1+1,1
1610,Лісова пісня-Львів,Лісова Пісня,Львів,1895652773804628915,Укртрансбезпека ,359/360,Прямий та зворотній рейси виконуються Пт.Суб.Нед.,один,"М3, ІІІ",Починаючи з 2008 року,22.09.2013-21.09.2018,"ПрАТ ""Володимир-Волинське АТП 10707"", адреса: вул.Ковельська, 181, м.Володимир-Волинський, Волинська область, АГ 588970",1+1,1
1611,Мар'янівка-Київ,Мар'янівка,Київ,4429510318060019143,Укртрансбезпека ,359/360,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,01.10.2011-30.09.2016,"ФОП Жарський А.Й., адреса: пров.Кірова, 18, смт.Довбиш, Баранівський район, Житомирська область, АГ 504802",1+1,1
1612,Харків-Лебедин,Харків,Лебедин,0,Укртрансбезпека ,359/360,Прямий та зворотній рейси виконуються Пт.Нед.,один,"М3, ІІІ",NA,NA,NA,1+1,1
1613,Миргород-Кривий Ріг,Миргород,Кривий Ріг,4421912342113259212,Укртрансбезпека ,359/360,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,01.02.202-31.01.2017,"ФОП Коваль С.А., адреса: мкр.Сонячний, 53, кв.47, м.Кривий Ріг, Дніпропетровська область, АВ 562853",2+1,1
1614,Євпаторія-Донецьк,Євпаторія,Донецьк,0,Укртрансбезпека ,359/360,щоденно,один,"М3, ІІІ",NA,NA,NA,2+1,1
1618,Київ-Радомишль,Київ,Радомишль,7133483841134237165,Укртрансбезпека ,361/362,Прямий та зворотній рейси виконуються Пт.Суб.Нед.,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2001 року,13.07.2015-12.07.2020,"ТОВ ""ЕЛІТ - АВТО ПЛЮС"", адреса: вул. Молодогвардійська, 11, м.Київ, АЕ 573261",1+1,1
1619,Грималів-Чернівці,Грималів,Чернівці,7858924942316070511,Укртрансбезпека ,361/362,щоденно,один,"М3, ІІІ",Починаючи з 1998 року,19.06.2014-18.06.2019,"ПП ""Гусятин Автопасаж"", адреса: вул. Привокзальна, 3А, м.Гусятин, Тернопільська область, АЕ 420449",1+1,1
1620,Красноармійськ-Київ,Красноармійськ,Київ,6289240259077849773,Укртрансбезпека ,361/362,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,29.09.2013-28.09.2018,"ТОВ ""Гюнсел"", адреса: вул. Федора Ернста, 3б, м.Київ, АГ 593998",2+1,1
1622,Яремча-Львів,Яремча,Львів,176651287388714633,Укртрансбезпека ,363/364,щоденно,один,"М3, ІІІ",Починаючи з 1989 року,18.05.2011-17.05.2016,"ФОП Голіней Д.В., адреса: вул.Шевченка,38,, смт.Делятин, Надвірнянський район, Івано-Франківська область, АВ 616259",1+1,1
1623,Тернопіль-Шепетівка,Тернопіль,Шепетівка,6324653824714809466,Укртрансбезпека ,363/364,щоденно,один,"М3, ІІІ",Починаючи з 1988 року,18.02.2014-17.02.2019,"ПрАТ ""Шепетівське АТП 16807"", адреса: вул.Лермонтова, 2, м.Шепетівка, Хмельницька область, АГ 591924",1+1,1
1625,Сєвєродонецьк-Київ,Сєвєродонецьк,Київ,6167663911123988267,Укртрансбезпека ,365/366,щоденно,один,"М3, ІІІ",Починаючи з 2006 року,21.03.2011-20.03.2016,"ПП ""ЛИС-АВТО-ТРАНС"", адреса: пр.Леніна, буд.115, кв.184, м.Лисичанськ, Луганська область, АД 076951",1+1,1
1627,Ялта-Херсон,Ялта,Херсон,0,Укртрансбезпека ,365/366,в період з 15.04 по 31.10 виконується щоденно,один,"М3, ІІІ",NA,NA,NA,2+1,1
1628,Нова Одеса-Дніпропетровськ,Нова Одеса,Дніпропетровськ,2349757145232435053,Укртрансбезпека ,365/366,щоденно,один,"М3, ІІІ",Починаючи з 1995 року,09.09.2011-08.09.2016,"ТДВ ""Автомобіліст"", адреса: вул. Сапроненка, 28, м.Нова Одеса, Миколаївська область, АГ 585489",1+1,1
1630,Енергодар-Маріуполь,Енергодар,Маріуполь,0,Укртрансбезпека ,365/366,щоденно,один,"М3, ІІІ",NA,NA,NA,1+1,1
1631,Тюдів-Чернівці,Тюдів,Чернівці,5828874791806875944,Укртрансбезпека ,365/366,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 1999 року,13.08.2014-12.08.2019,"ФОП Позарук Т.Ф., адреса: вул.Гагаріна, 26, смт.Кути, Косівський район, Івано-Франківська об, АЕ 584522",1+1,1
1632,Ковель-Хмільницький,Ковель,Хмільницький,7151161906169314936,Укртрансбезпека ,367/368,щоденно,один,"М3, ІІІ",Починаючи з 1992 року,16.06.2012-15.06.2017,"ФОП Кардаш О.Й., адреса: Інститутська, буд. 8/1, кв. 52, м.Хмельницький, АГ 588558",1+1,1
1635,Білогір'я-Тернопіль,Білогір'я,Тернопіль,7448172165556740428,Укртрансбезпека ,367/368,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2006 року,29.07.2015-28.07.2020,"ФОП Галайко І.В., адреса: с. Буцнів, Тернопільський р-н.,Тернопільська обл., AB 524825",1+1,1
1636,Ніжин-Київ,Ніжин,Київ,3948102398889118920,Укртрансбезпека ,367/368,щоденно,один,"М2, М3, В, ІІІ",Починаючи з 2008 року,22.11.2012-21.2017,"ПП ""Автолюкс"", адреса: вул.Бондарська, 12, м.Ніжин, Чернігівська область, АГ 589641",1+1,1
1637,Луганськ-Маріуполь,Луганськ,Маріуполь,7681672634482771783,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 2002 року,01.09.2015-31.08.2015,"ПрАТ ""Маріуполь-Авто"", адреса: вул.Макара Мазая, буд.6, м.Маріуполь, Донецька область, АГ 588928",1+1,1
1638,Дніпродзержинськ-Кирилівка,Дніпродзержинськ,Кирилівка,6725445154411518090,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 1986 року,21.07.2011-20.07.2016,"ТОВ ""Вулкан"", адреса: вул. Локтюхова, 3, м.Дніпродзержинськ, Дніпропетровська область, АГ 584690  ",1+1,1
1639,Київ-Тальне,Київ,Тальне,5013516789418272770,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 1999 року,31.12.2014-30.12.2019,"ПП ""Автотранзит"", адреса: вул. Смолича Юрія, буд.6-В, кв.105, м.Київ, АЕ 422922",1+1,1
1640,Тернопіль-Калуш,Тернопіль,Калуш,8726220843630660845,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 2008 року,18.08.2011-17.08.2016,"ФОП Миколюк М.Т., адреса: вул. Стефаника, буд.6, с.Біла, Тернопільський район, Тернопільська область, АЕ 189280",1+1,1
1641,Нетішин-Київ,Нетішин,Київ,532837817991521465,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 2011 року,29.01.2015-28.01.2020,"ФОП Нагорний О.В., адреса: вул.Бондарська, 12, м.Ніжин, Чернігівська область, АВ 525487",1+1,1
1642,Гуляйполе-Дніпропетровськ,Гуляйполе,Дніпропетровськ,2444119313114545180,Укртрансбезпека ,369/370,щоденно,один,"М3, ІІІ",Починаючи з 1990 року,31.12.2011-30.12.2016,"ПрАТ ""Гуляйпільське АТП 12338"", адреса: вул.Дачна, 2, м.Гуляйполе, Запорізька область, АД 065077",1+1,1
1643,Кривий Ріг-Кіровоград,Кривий Ріг,Кіровоград,444741975234682489,Укртрансбезпека ,369/370,Прямий та зворотній рейси виконуються Пон.Вівт.Пт.Суб.Нед.,один,"М2, М3, В, ІІІ",Починаючи з 2007 року,19.05.2011-18.05.2016,"ФОП Олійник М.А., адреса: вул.М.Конєва, 13, кор.2, кв.155, м.Кіровоград, АЕ 572405",1+1,1
1644,Сміла-Київ,Сміла,Київ,5680516587048011810,Укртрансбезпека ,371/372,щоденно,один,"М3, ІІІ",Починаючи з 2007 року,24.06.2015-23.06.2020,"ТОВ ""ЛАТК-0777"", адреса: просп. Повітрофлотський, буд. 72, м.Київ, АЕ 573027",1+1,1
1645,Городенка-Чернівці,Городенка,Чернівці,1570745560501091652,Укртрансбезпека ,371/372,щоденно,один,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,24.09.2015-23.09.2020,"ПАТП ""Авто-Транс-Захід"", адреса: вул. Володимира Великого, буд.21, м.Городенка, Івано-Франківська область, АЕ 265258",1+1,1
